_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67801,3169,61201,4.67,90.27
2,香港,24,410,4,106,0.98,25.85
3,台湾,19,235,2,29,0.85,12.34
4,北京,6,565,8,403,1.42,71.33
5,上海,18,451,5,331,1.11,73.39
6,广东,11,1444,8,1336,0.55,92.52
7,福建,6,328,1,295,0.30,89.94
8,澳门,1,31,0,10,0.00,32.26
9,浙江,2,1243,1,1222,0.08,98.31
10,天津,4,151,3,133,1.99,88.08
11,内蒙古,12,89,1,74,1.12,83.15
12,甘肃,0,136,2,121,1.47,88.97
13,山东,0,769,7,752,0.91,97.79
14,江苏,2,640,0,631,0.00,98.59
15,陕西,3,253,3,242,1.19,95.65
16,四川,0,547,3,536,0.55,97.99
17,云南,2,178,2,172,1.12,96.63
18,河南,1,1275,22,1250,1.73,98.04
19,河北,0,319,6,310,1.88,97.18
20,重庆,0,578,6,570,1.04,98.62
21,黑龙江,0,484,13,469,2.69,96.90
22,吉林,1,95,1,92,1.05,96.84
23,山西,1,135,0,133,0.00,98.52
24,广西,0,254,2,250,0.79,98.43
25,江西,0,936,1,934,0.11,99.79
26,辽宁,0,127,2,124,1.57,97.64
27,湖南,0,1018,4,1014,0.39,99.61
28,宁夏,0,75,0,75,0.00,100.00
29,贵州,0,146,2,144,1.37,98.63
30,青海,0,18,0,18,0.00,100.00
31,安徽,0,990,6,984,0.61,99.39
32,海南,0,168,6,162,3.57,96.43
33,新疆,0,76,3,73,3.95,96.05
34,西藏,0,1,0,1,0.00,100.00
