_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,3,1012,4,434,0.40,42.89
2,黑龙江,22,841,13,470,1.55,55.89
3,台湾,0,393,6,124,1.53,31.55
4,湖北,0,67803,3222,64402,4.75,94.98
5,上海,4,622,7,468,1.13,75.24
6,广东,2,1566,8,1462,0.51,93.36
7,内蒙古,0,190,1,94,0.53,49.47
8,北京,1,590,8,495,1.36,83.90
9,山西,13,186,0,135,0.00,72.58
10,澳门,0,45,0,15,0.00,33.33
11,浙江,1,1268,1,1244,0.08,98.11
12,福建,0,353,1,331,0.28,93.77
13,山东,0,784,7,761,0.89,97.07
14,天津,1,185,3,168,1.62,90.81
15,江苏,0,653,0,642,0.00,98.32
16,四川,0,560,3,550,0.54,98.21
17,河北,0,327,6,314,1.83,96.02
18,云南,0,184,2,176,1.09,95.65
19,吉林,2,102,1,96,0.98,94.12
20,辽宁,0,145,2,138,1.38,95.17
21,重庆,0,579,6,570,1.04,98.45
22,陕西,0,256,3,251,1.17,98.05
23,湖南,0,1019,4,1014,0.39,99.51
24,贵州,0,147,2,144,1.36,97.96
25,安徽,0,991,6,984,0.61,99.29
26,甘肃,0,139,2,136,1.44,97.84
27,新疆,0,76,3,73,3.95,96.05
28,江西,0,937,1,936,0.11,99.89
29,河南,0,1276,22,1254,1.72,98.28
30,广西,0,254,2,252,0.79,99.21
31,西藏,0,1,0,1,0.00,100.00
32,青海,0,18,0,18,0.00,100.00
33,海南,0,168,6,162,3.57,96.43
34,宁夏,0,75,0,75,0.00,100.00
