_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,2,1065,4,1029,0.38,96.62
2,台湾,0,441,7,408,1.59,92.52
3,吉林,0,154,2,128,1.30,83.12
4,内蒙古,0,217,1,199,0.46,91.71
5,上海,0,667,7,647,1.05,97.00
6,湖北,0,68135,4512,63616,6.62,93.37
7,北京,0,593,9,579,1.52,97.64
8,广东,0,1591,8,1580,0.50,99.31
9,辽宁,0,149,2,144,1.34,96.64
10,四川,0,563,3,558,0.53,99.11
11,天津,0,192,3,187,1.56,97.40
12,山东,0,788,7,780,0.89,98.98
13,陕西,0,308,3,304,0.97,98.70
14,海南,0,169,6,162,3.55,95.86
15,澳门,0,45,0,45,0.00,100.00
16,广西,0,254,2,252,0.79,99.21
17,贵州,0,147,2,145,1.36,98.64
18,湖南,0,1019,4,1015,0.39,99.61
19,云南,0,185,2,183,1.08,98.92
20,甘肃,0,139,2,137,1.44,98.56
21,河南,0,1276,22,1254,1.72,98.28
22,江西,0,937,1,936,0.11,99.89
23,山西,0,198,0,198,0.00,100.00
24,浙江,0,1268,1,1267,0.08,99.92
25,安徽,0,991,6,985,0.61,99.39
26,西藏,0,1,0,1,0.00,100.00
27,宁夏,0,75,0,75,0.00,100.00
28,河北,0,328,6,322,1.83,98.17
29,青海,0,18,0,18,0.00,100.00
30,黑龙江,0,945,13,932,1.38,98.62
31,福建,0,356,1,355,0.28,99.72
32,江苏,0,653,0,653,0.00,100.00
33,重庆,0,579,6,573,1.04,98.96
34,新疆,0,76,3,73,3.95,96.05
