_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,1,1106,4,1049,0.36,94.85
2,四川,3,581,3,558,0.52,96.04
3,内蒙古,0,235,1,218,0.43,92.77
4,广东,0,1602,8,1585,0.50,98.94
5,上海,1,678,7,664,1.03,97.94
6,台湾,0,443,7,430,1.58,97.07
7,山东,0,792,7,781,0.88,98.61
8,陕西,0,311,3,305,0.96,98.07
9,海南,0,170,6,162,3.53,95.29
10,福建,0,359,1,356,0.28,99.16
11,北京,0,594,9,583,1.52,98.15
12,天津,0,193,3,189,1.55,97.93
13,澳门,0,45,0,45,0.00,100.00
14,浙江,0,1268,1,1267,0.08,99.92
15,新疆,0,76,3,73,3.95,96.05
16,江苏,0,653,0,653,0.00,100.00
17,重庆,0,579,6,573,1.04,98.96
18,湖南,0,1019,4,1015,0.39,99.61
19,湖北,0,68135,4512,63623,6.62,93.38
20,宁夏,0,75,0,75,0.00,100.00
21,青海,0,18,0,18,0.00,100.00
22,河北,0,328,6,322,1.83,98.17
23,云南,0,185,2,183,1.08,98.92
24,贵州,0,147,2,145,1.36,98.64
25,安徽,0,991,6,985,0.61,99.39
26,黑龙江,0,947,13,934,1.37,98.63
27,甘肃,0,139,2,137,1.44,98.56
28,河南,0,1276,22,1254,1.72,98.28
29,广西,0,254,2,252,0.79,99.21
30,吉林,0,155,2,153,1.29,98.71
31,山西,0,198,0,198,0.00,100.00
32,江西,0,932,1,931,0.11,99.89
33,辽宁,0,149,2,147,1.34,98.66
34,西藏,0,1,0,1,0.00,100.00
