_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,128,2633,18,1495,0.68,56.78
2,新疆,41,254,3,73,1.18,28.74
3,辽宁,14,203,2,160,0.99,78.82
4,北京,0,929,9,881,0.97,94.83
5,广东,0,1672,8,1645,0.48,98.39
6,上海,0,741,7,717,0.94,96.76
7,内蒙古,2,258,1,244,0.39,94.57
8,台湾,0,458,7,440,1.53,96.07
9,四川,1,604,3,594,0.50,98.34
10,山东,0,799,7,785,0.88,98.25
11,天津,0,204,3,195,1.47,95.59
12,福建,1,366,1,361,0.27,98.63
13,陕西,0,323,3,318,0.93,98.45
14,吉林,2,157,2,153,1.27,97.45
15,江苏,0,655,0,654,0.00,99.85
16,浙江,0,1270,1,1268,0.08,99.84
17,云南,0,189,2,186,1.06,98.41
18,重庆,0,583,6,576,1.03,98.80
19,河南,0,1276,22,1254,1.72,98.28
20,山西,0,201,0,201,0.00,100.00
21,湖南,0,1019,4,1015,0.39,99.61
22,河北,0,349,6,343,1.72,98.28
23,青海,0,18,0,18,0.00,100.00
24,西藏,0,1,0,1,0.00,100.00
25,江西,0,932,1,931,0.11,99.89
26,甘肃,0,167,2,165,1.20,98.80
27,广西,0,255,2,253,0.78,99.22
28,海南,0,171,6,165,3.51,96.49
29,黑龙江,0,947,13,934,1.37,98.63
30,贵州,0,147,2,145,1.36,98.64
31,澳门,0,46,0,46,0.00,100.00
32,安徽,0,991,6,985,0.61,99.39
33,湖北,0,68135,4512,63623,6.62,93.38
34,宁夏,0,75,0,75,0.00,100.00
