_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,26,4586,72,3779,1.57,82.40
2,新疆,0,902,3,597,0.33,66.19
3,上海,1,851,7,777,0.82,91.30
4,广东,0,1725,8,1691,0.46,98.03
5,山东,1,824,7,793,0.85,96.24
6,台湾,0,486,7,457,1.44,94.03
7,陕西,0,358,3,337,0.84,94.13
8,辽宁,0,261,2,242,0.77,92.72
9,四川,1,627,3,609,0.48,97.13
10,江苏,0,664,0,656,0.00,98.80
11,浙江,0,1277,1,1268,0.08,99.30
12,天津,1,210,3,202,1.43,96.19
13,福建,0,370,1,365,0.27,98.65
14,云南,0,195,2,189,1.03,96.92
15,江西,3,935,1,931,0.11,99.57
16,内蒙古,0,260,1,256,0.38,98.46
17,北京,0,935,9,924,0.96,98.82
18,河北,0,351,6,343,1.71,97.72
19,湖北,0,68139,4512,63626,6.62,93.38
20,黑龙江,0,948,13,934,1.37,98.52
21,青海,0,18,0,18,0.00,100.00
22,西藏,0,1,0,1,0.00,100.00
23,重庆,0,583,6,577,1.03,98.97
24,澳门,0,46,0,46,0.00,100.00
25,吉林,0,157,2,155,1.27,98.73
26,贵州,0,147,2,145,1.36,98.64
27,山西,0,201,0,201,0.00,100.00
28,安徽,0,991,6,985,0.61,99.39
29,湖南,0,1019,4,1015,0.39,99.61
30,河南,0,1276,22,1254,1.72,98.28
31,宁夏,0,75,0,75,0.00,100.00
32,海南,0,171,6,165,3.51,96.49
33,广西,0,255,2,253,0.78,99.22
34,甘肃,0,169,2,167,1.18,98.82
