_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,12,4850,94,4456,1.94,91.88
2,上海,3,916,7,860,0.76,93.89
3,广东,2,1760,8,1723,0.45,97.90
4,四川,0,656,3,634,0.46,96.65
5,山东,0,831,7,809,0.84,97.35
6,新疆,0,902,3,885,0.33,98.12
7,天津,0,231,3,214,1.30,92.64
8,福建,1,385,1,370,0.26,96.10
9,台湾,1,490,7,471,1.43,96.12
10,陕西,1,374,3,360,0.80,96.26
11,浙江,0,1278,1,1268,0.08,99.22
12,云南,2,201,2,191,1.00,95.02
13,河北,0,365,6,354,1.64,96.99
14,江苏,0,665,0,661,0.00,99.40
15,山西,0,203,0,201,0.00,99.01
16,广西,0,257,2,253,0.78,98.44
17,辽宁,0,263,2,259,0.76,98.48
18,内蒙古,0,261,1,259,0.38,99.23
19,安徽,0,991,6,985,0.61,99.39
20,青海,0,18,0,18,0.00,100.00
21,甘肃,0,169,2,167,1.18,98.82
22,澳门,0,46,0,46,0.00,100.00
23,北京,0,935,9,926,0.96,99.04
24,湖北,0,68139,4512,63627,6.62,93.38
25,江西,0,935,1,934,0.11,99.89
26,黑龙江,0,948,13,935,1.37,98.63
27,吉林,0,157,2,155,1.27,98.73
28,海南,0,171,6,165,3.51,96.49
29,贵州,0,147,2,145,1.36,98.64
30,西藏,0,1,0,1,0.00,100.00
31,重庆,0,583,6,577,1.03,98.97
32,河南,0,1276,22,1254,1.72,98.28
33,湖南,0,1019,4,1015,0.39,99.61
34,宁夏,0,75,0,75,0.00,100.00
