_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,9,4810,89,4342,1.85,90.27
2,上海,1,904,7,840,0.77,92.92
3,新疆,0,902,3,865,0.33,95.90
4,四川,0,652,3,624,0.46,95.71
5,台湾,0,488,7,462,1.43,94.67
6,山东,0,831,7,808,0.84,97.23
7,福建,1,383,1,368,0.26,96.08
8,河北,3,365,6,346,1.64,94.79
9,天津,3,229,3,213,1.31,93.01
10,广东,1,1740,8,1721,0.46,98.91
11,浙江,0,1278,1,1268,0.08,99.22
12,陕西,0,365,3,355,0.82,97.26
13,江苏,0,665,0,658,0.00,98.95
14,云南,0,199,2,191,1.01,95.98
15,内蒙古,1,261,1,257,0.38,98.47
16,山西,0,203,0,201,0.00,99.01
17,辽宁,0,262,2,259,0.76,98.85
18,湖南,0,1019,4,1015,0.39,99.61
19,湖北,0,68139,4512,63627,6.62,93.38
20,江西,0,935,1,934,0.11,99.89
21,安徽,0,991,6,985,0.61,99.39
22,澳门,0,46,0,46,0.00,100.00
23,青海,0,18,0,18,0.00,100.00
24,黑龙江,0,948,13,935,1.37,98.63
25,河南,0,1276,22,1254,1.72,98.28
26,广西,0,255,2,253,0.78,99.22
27,重庆,0,583,6,577,1.03,98.97
28,吉林,0,157,2,155,1.27,98.73
29,甘肃,0,169,2,167,1.18,98.82
30,海南,0,171,6,165,3.51,96.49
31,贵州,0,147,2,145,1.36,98.64
32,西藏,0,1,0,1,0.00,100.00
33,北京,0,935,9,926,0.96,99.04
34,宁夏,0,75,0,75,0.00,100.00
