_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,409,65596,2641,23200,4.03,35.37
2,广东,0,1347,7,873,0.52,64.81
3,河南,1,1272,20,1062,1.57,83.49
4,浙江,0,1205,1,881,0.08,73.11
5,湖南,1,1017,4,793,0.39,77.97
6,安徽,0,989,6,815,0.61,82.41
7,江西,0,934,1,754,0.11,80.73
8,山东,0,756,6,381,0.79,50.40
9,江苏,0,631,0,494,0.00,78.29
10,重庆,0,576,6,384,1.04,66.67
11,四川,3,534,3,310,0.56,58.05
12,黑龙江,0,480,13,262,2.71,54.58
13,北京,10,410,5,248,1.22,60.49
14,上海,1,337,3,276,0.89,81.90
15,河北,5,317,6,261,1.89,82.33
16,福建,2,296,1,225,0.34,76.01
17,广西,0,252,2,159,0.79,63.10
18,陕西,0,245,1,194,0.41,79.18
19,云南,0,174,2,150,1.15,86.21
20,海南,0,168,5,129,2.98,76.79
21,贵州,0,146,2,112,1.37,76.71
22,天津,0,135,3,96,2.22,71.11
23,山西,0,133,0,104,0.00,78.20
24,辽宁,0,121,1,92,0.83,76.03
25,吉林,0,93,1,65,1.08,69.89
26,香港,6,91,2,24,2.20,26.37
27,甘肃,0,91,2,81,2.20,89.01
28,新疆,0,76,2,34,2.63,44.74
29,内蒙古,0,75,0,38,0.00,50.67
30,宁夏,1,72,0,65,0.00,90.28
31,台湾,1,32,1,5,3.12,15.62
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,7,0.00,70.00
34,西藏,0,1,0,1,0.00,100.00
