_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,4,1016,4,459,0.39,45.18
2,黑龙江,20,861,13,471,1.51,54.70
3,台湾,2,395,6,137,1.52,34.68
4,湖北,0,67803,3222,64435,4.75,95.03
5,上海,6,628,7,489,1.11,77.87
6,内蒙古,3,193,1,94,0.52,48.70
7,广东,5,1571,8,1471,0.51,93.63
8,北京,3,593,8,503,1.35,84.82
9,山西,8,194,0,135,0.00,69.59
10,澳门,0,45,0,16,0.00,35.56
11,浙江,0,1268,1,1244,0.08,98.11
12,福建,0,353,1,333,0.28,94.33
13,山东,0,784,7,761,0.89,97.07
14,江苏,0,653,0,642,0.00,98.32
15,天津,0,185,3,171,1.62,92.43
16,河北,1,328,6,315,1.83,96.04
17,云南,0,184,2,176,1.09,95.65
18,辽宁,0,145,2,138,1.38,95.17
19,吉林,0,102,1,96,0.98,94.12
20,四川,0,560,3,552,0.54,98.57
21,重庆,0,579,6,570,1.04,98.45
22,陕西,0,256,3,251,1.17,98.05
23,安徽,0,991,6,984,0.61,99.29
24,甘肃,0,139,2,136,1.44,97.84
25,湖南,0,1019,4,1014,0.39,99.51
26,贵州,0,147,2,144,1.36,97.96
27,广西,0,254,2,252,0.79,99.21
28,青海,0,18,0,18,0.00,100.00
29,新疆,0,76,3,73,3.95,96.05
30,西藏,0,1,0,1,0.00,100.00
31,河南,0,1276,22,1254,1.72,98.28
32,江西,0,937,1,936,0.11,99.89
33,海南,0,168,6,162,3.57,96.43
34,宁夏,0,75,0,75,0.00,100.00
