_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,793,1.38,84.00
2,香港,0,1040,4,932,0.38,89.62
3,台湾,1,439,6,339,1.37,77.22
4,陕西,0,308,3,266,0.97,86.36
5,上海,1,657,7,620,1.07,94.37
6,内蒙古,0,201,1,171,0.50,85.07
7,北京,0,593,9,557,1.52,93.93
8,吉林,0,112,1,103,0.89,91.96
9,广东,1,1589,8,1575,0.50,99.12
10,澳门,0,45,0,39,0.00,86.67
11,山东,0,788,7,775,0.89,98.35
12,山西,0,198,0,194,0.00,97.98
13,江苏,0,653,0,651,0.00,99.69
14,云南,0,185,2,181,1.08,97.84
15,福建,0,356,1,353,0.28,99.16
16,河北,0,328,6,320,1.83,97.56
17,天津,0,190,3,186,1.58,97.89
18,江西,0,937,1,936,0.11,99.89
19,甘肃,0,139,2,137,1.44,98.56
20,海南,0,168,6,162,3.57,96.43
21,青海,0,18,0,18,0.00,100.00
22,湖北,0,68128,4512,63616,6.62,93.38
23,辽宁,0,146,2,144,1.37,98.63
24,安徽,0,991,6,985,0.61,99.39
25,四川,0,561,3,558,0.53,99.47
26,宁夏,0,75,0,75,0.00,100.00
27,河南,0,1276,22,1254,1.72,98.28
28,湖南,0,1019,4,1015,0.39,99.61
29,广西,0,254,2,252,0.79,99.21
30,贵州,0,147,2,145,1.36,98.64
31,西藏,0,1,0,1,0.00,100.00
32,重庆,0,579,6,573,1.04,98.96
33,新疆,0,76,3,73,3.95,96.05
34,浙江,0,1268,1,1267,0.08,99.92
