_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,33,4181,58,3052,1.39,73.00
2,新疆,9,875,3,337,0.34,38.51
3,辽宁,0,261,2,186,0.77,71.26
4,上海,4,798,7,737,0.88,92.36
5,台湾,3,480,7,443,1.46,92.29
6,山东,1,817,7,788,0.86,96.45
7,广东,6,1705,8,1676,0.47,98.30
8,陕西,1,341,3,323,0.88,94.72
9,四川,1,616,3,600,0.49,97.40
10,北京,0,935,9,920,0.96,98.40
11,浙江,1,1275,1,1268,0.08,99.45
12,福建,1,368,1,363,0.27,98.64
13,湖北,0,68139,4512,63623,6.62,93.37
14,内蒙古,1,259,1,254,0.39,98.07
15,江苏,0,659,0,656,0.00,99.54
16,甘肃,0,169,2,165,1.18,97.63
17,黑龙江,0,948,13,934,1.37,98.52
18,吉林,0,157,2,154,1.27,98.09
19,云南,0,191,2,188,1.05,98.43
20,河北,0,350,6,343,1.71,98.00
21,江西,0,932,1,931,0.11,99.89
22,广西,0,255,2,253,0.78,99.22
23,海南,0,171,6,165,3.51,96.49
24,山西,0,201,0,201,0.00,100.00
25,贵州,0,147,2,145,1.36,98.64
26,重庆,0,583,6,577,1.03,98.97
27,宁夏,0,75,0,75,0.00,100.00
28,安徽,0,991,6,985,0.61,99.39
29,青海,0,18,0,18,0.00,100.00
30,西藏,0,1,0,1,0.00,100.00
31,天津,0,205,3,202,1.46,98.54
32,河南,0,1276,22,1254,1.72,98.28
33,湖南,0,1019,4,1015,0.39,99.61
34,澳门,0,46,0,46,0.00,100.00
