_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,121,3272,27,1751,0.83,53.51
2,新疆,31,639,3,89,0.47,13.93
3,辽宁,8,241,2,160,0.83,66.39
4,广东,2,1680,8,1653,0.48,98.39
5,台湾,0,467,7,441,1.50,94.43
6,上海,4,748,7,722,0.94,96.52
7,内蒙古,0,258,1,244,0.39,94.57
8,北京,0,933,9,915,0.96,98.07
9,天津,0,205,3,195,1.46,95.12
10,山东,0,799,7,786,0.88,98.37
11,四川,0,604,3,597,0.50,98.84
12,陕西,0,324,3,318,0.93,98.15
13,福建,0,366,1,363,0.27,99.18
14,吉林,0,157,2,153,1.27,97.45
15,云南,0,191,2,187,1.05,97.91
16,浙江,0,1270,1,1268,0.08,99.84
17,江苏,0,655,0,654,0.00,99.85
18,山西,0,201,0,201,0.00,100.00
19,西藏,0,1,0,1,0.00,100.00
20,安徽,0,991,6,985,0.61,99.39
21,海南,0,171,6,165,3.51,96.49
22,广西,0,255,2,253,0.78,99.22
23,湖南,0,1019,4,1015,0.39,99.61
24,河南,0,1276,22,1254,1.72,98.28
25,贵州,0,147,2,145,1.36,98.64
26,重庆,0,583,6,577,1.03,98.97
27,甘肃,0,167,2,165,1.20,98.80
28,湖北,0,68135,4512,63623,6.62,93.38
29,江西,0,932,1,931,0.11,99.89
30,黑龙江,0,947,13,934,1.37,98.63
31,宁夏,0,75,0,75,0.00,100.00
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,46,0,46,0.00,100.00
34,河北,0,349,6,343,1.72,98.28
