_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,3,928,13,485,1.40,52.26
2,香港,2,1035,4,699,0.39,67.54
3,台湾,1,427,6,253,1.41,59.25
4,上海,1,641,7,533,1.09,83.15
5,内蒙古,0,194,1,108,0.52,55.67
6,北京,0,593,8,524,1.35,88.36
7,山西,0,197,0,142,0.00,72.08
8,广东,1,1585,8,1528,0.50,96.40
9,湖北,0,68128,4512,63569,6.62,93.31
10,陕西,0,279,3,253,1.08,90.68
11,澳门,0,45,0,27,0.00,60.00
12,山东,0,787,7,766,0.89,97.33
13,浙江,0,1268,1,1256,0.08,99.05
14,吉林,1,108,1,99,0.93,91.67
15,福建,0,355,1,346,0.28,97.46
16,天津,0,189,3,179,1.59,94.71
17,江苏,0,653,0,646,0.00,98.93
18,河北,0,328,6,317,1.83,96.65
19,云南,0,184,2,180,1.09,97.83
20,辽宁,0,146,2,143,1.37,97.95
21,安徽,0,991,6,984,0.61,99.29
22,新疆,0,76,3,73,3.95,96.05
23,重庆,0,579,6,573,1.04,98.96
24,甘肃,0,139,2,137,1.44,98.56
25,江西,0,937,1,936,0.11,99.89
26,宁夏,0,75,0,75,0.00,100.00
27,四川,0,561,3,558,0.53,99.47
28,海南,0,168,6,162,3.57,96.43
29,广西,0,254,2,252,0.79,99.21
30,贵州,0,147,2,145,1.36,98.64
31,河南,0,1276,22,1254,1.72,98.28
32,西藏,0,1,0,1,0.00,100.00
33,湖南,0,1019,4,1015,0.39,99.61
34,青海,0,18,0,18,0.00,100.00
