_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,16,989,4,309,0.40,31.24
2,湖北,0,67803,3219,64264,4.75,94.78
3,台湾,2,382,6,91,1.57,23.82
4,黑龙江,23,661,13,470,1.97,71.10
5,上海,0,555,7,435,1.26,78.38
6,北京,1,589,8,474,1.36,80.48
7,广东,4,1548,8,1437,0.52,92.83
8,内蒙古,27,155,1,79,0.65,50.97
9,山西,4,172,0,135,0.00,78.49
10,澳门,0,45,0,10,0.00,22.22
11,福建,0,351,1,317,0.28,90.31
12,浙江,0,1267,1,1236,0.08,97.55
13,天津,1,183,3,158,1.64,86.34
14,山东,1,784,7,757,0.89,96.56
15,江苏,1,652,0,636,0.00,97.55
16,四川,0,560,3,547,0.54,97.68
17,辽宁,1,145,2,133,1.38,91.72
18,河北,0,327,6,313,1.83,95.72
19,云南,0,184,2,174,1.09,94.57
20,陕西,0,256,3,248,1.17,96.88
21,重庆,0,579,6,570,1.04,98.45
22,河南,0,1276,22,1252,1.72,98.12
23,甘肃,0,139,2,135,1.44,97.12
24,吉林,0,98,1,96,1.02,97.96
25,贵州,0,147,2,144,1.36,97.96
26,安徽,0,991,6,984,0.61,99.29
27,湖南,0,1019,4,1014,0.39,99.51
28,广西,0,254,2,252,0.79,99.21
29,西藏,0,1,0,1,0.00,100.00
30,宁夏,0,75,0,75,0.00,100.00
31,江西,0,937,1,936,0.11,99.89
32,青海,0,18,0,18,0.00,100.00
33,新疆,0,76,3,73,3.95,96.05
34,海南,0,168,6,162,3.57,96.43
