_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,123,2372,16,1407,0.67,59.32
2,新疆,20,191,3,73,1.57,38.22
3,北京,0,929,9,867,0.97,93.33
4,上海,2,741,7,712,0.94,96.09
5,广东,2,1669,8,1641,0.48,98.32
6,辽宁,9,176,2,159,1.14,90.34
7,台湾,3,458,7,440,1.53,96.07
8,内蒙古,1,251,1,241,0.40,96.02
9,山东,0,798,7,785,0.88,98.37
10,四川,0,603,3,594,0.50,98.51
11,天津,0,203,3,195,1.48,96.06
12,陕西,0,323,3,317,0.93,98.14
13,浙江,0,1270,1,1267,0.08,99.76
14,福建,0,364,1,361,0.27,99.18
15,江苏,0,655,0,654,0.00,99.85
16,重庆,0,583,6,576,1.03,98.80
17,云南,0,189,2,186,1.06,98.41
18,河北,0,349,6,342,1.72,97.99
19,贵州,0,147,2,145,1.36,98.64
20,黑龙江,0,947,13,934,1.37,98.63
21,吉林,0,155,2,153,1.29,98.71
22,湖北,0,68135,4512,63623,6.62,93.38
23,广西,0,255,2,253,0.78,99.22
24,甘肃,0,167,2,165,1.20,98.80
25,江西,0,932,1,931,0.11,99.89
26,西藏,0,1,0,1,0.00,100.00
27,安徽,0,991,6,985,0.61,99.39
28,青海,0,18,0,18,0.00,100.00
29,宁夏,0,75,0,75,0.00,100.00
30,山西,0,201,0,201,0.00,100.00
31,海南,0,171,6,165,3.51,96.49
32,湖南,0,1019,4,1015,0.39,99.61
33,澳门,0,46,0,46,0.00,100.00
34,河南,0,1276,22,1254,1.72,98.28
