_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,74,67666,2959,43468,4.37,64.24
2,广东,1,1352,7,1233,0.52,91.20
3,河南,0,1272,22,1243,1.73,97.72
4,浙江,0,1215,1,1161,0.08,95.56
5,湖南,0,1018,4,959,0.39,94.20
6,安徽,0,990,6,981,0.61,99.09
7,江西,0,935,1,916,0.11,97.97
8,山东,0,758,6,625,0.79,82.45
9,江苏,0,631,0,601,0.00,95.25
10,重庆,0,576,6,520,1.04,90.28
11,四川,0,539,3,448,0.56,83.12
12,黑龙江,0,481,13,402,2.70,83.58
13,北京,4,426,8,303,1.88,71.13
14,上海,0,342,3,313,0.88,91.52
15,河北,0,318,6,305,1.89,95.91
16,福建,0,296,1,284,0.34,95.95
17,广西,0,252,2,219,0.79,86.90
18,陕西,0,245,1,226,0.41,92.24
19,云南,0,174,2,170,1.15,97.70
20,海南,0,168,6,158,3.57,94.05
21,贵州,0,146,2,115,1.37,78.77
22,天津,0,136,3,128,2.21,94.12
23,山西,0,133,0,126,0.00,94.74
24,辽宁,0,125,1,106,0.80,84.80
25,甘肃,17,119,2,87,1.68,73.11
26,香港,3,107,2,51,1.87,47.66
27,吉林,0,93,1,90,1.08,96.77
28,新疆,0,76,3,71,3.95,93.42
29,内蒙古,0,75,1,65,1.33,86.67
30,宁夏,0,75,0,71,0.00,94.67
31,台湾,1,45,1,12,2.22,26.67
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,10,0.00,100.00
34,西藏,0,1,0,1,0.00,100.00
