_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,13,5009,103,4708,2.06,93.99
2,上海,4,972,7,919,0.72,94.55
3,陕西,0,399,3,372,0.75,93.23
4,广东,4,1797,8,1768,0.45,98.39
5,台湾,4,507,7,479,1.38,94.48
6,四川,0,672,3,652,0.45,97.02
7,福建,1,395,1,380,0.25,96.20
8,山东,0,831,7,815,0.84,98.07
9,浙江,0,1282,1,1272,0.08,99.22
10,天津,0,237,3,226,1.27,95.36
11,云南,0,206,2,196,0.97,95.15
12,广西,0,258,2,253,0.78,98.06
13,河南,1,1279,22,1254,1.72,98.05
14,河北,0,365,6,356,1.64,97.53
15,辽宁,0,265,2,262,0.75,98.87
16,内蒙古,0,261,1,259,0.38,99.23
17,重庆,0,584,6,577,1.03,98.80
18,江苏,0,665,0,664,0.00,99.85
19,江西,0,935,1,934,0.11,99.89
20,贵州,0,147,2,145,1.36,98.64
21,北京,0,935,9,926,0.96,99.04
22,湖南,0,1019,4,1015,0.39,99.61
23,黑龙江,0,948,13,935,1.37,98.63
24,澳门,0,46,0,46,0.00,100.00
25,宁夏,0,75,0,75,0.00,100.00
26,安徽,0,991,6,985,0.61,99.39
27,吉林,0,157,2,155,1.27,98.73
28,山西,0,203,0,203,0.00,100.00
29,湖北,0,68139,4512,63627,6.62,93.38
30,海南,0,171,6,165,3.51,96.49
31,青海,0,18,0,18,0.00,100.00
32,西藏,0,1,0,1,0.00,100.00
33,新疆,0,902,3,899,0.33,99.67
34,甘肃,0,170,2,168,1.18,98.82
