_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,1,67801,3160,60323,4.66,88.97
2,香港,39,356,4,101,1.12,28.37
3,台湾,26,195,2,29,1.03,14.87
4,北京,36,558,8,401,1.43,71.86
5,广东,15,1428,8,1333,0.56,93.35
6,上海,10,414,4,330,0.97,79.71
7,福建,5,318,1,295,0.31,92.77
8,浙江,2,1240,1,1221,0.08,98.47
9,甘肃,0,136,2,118,1.47,86.76
10,澳门,4,25,0,10,0.00,40.00
11,山东,0,768,7,752,0.91,97.92
12,陕西,1,249,3,240,1.20,96.39
13,四川,2,545,3,536,0.55,98.35
14,天津,1,142,3,133,2.11,93.66
15,江苏,3,636,0,631,0.00,99.21
16,河北,0,319,6,310,1.88,97.18
17,黑龙江,0,484,13,468,2.69,96.69
18,河南,0,1274,22,1250,1.73,98.12
19,重庆,1,578,6,570,1.04,98.62
20,广西,0,254,2,250,0.79,98.43
21,云南,0,176,2,172,1.14,97.73
22,江西,0,936,1,934,0.11,99.79
23,山西,1,134,0,133,0.00,99.25
24,海南,0,168,6,161,3.57,95.83
25,辽宁,0,127,2,124,1.57,97.64
26,新疆,0,76,3,73,3.95,96.05
27,西藏,0,1,0,1,0.00,100.00
28,安徽,0,990,6,984,0.61,99.39
29,湖南,0,1018,4,1014,0.39,99.61
30,宁夏,0,75,0,75,0.00,100.00
31,青海,0,18,0,18,0.00,100.00
32,吉林,0,93,1,92,1.08,98.92
33,内蒙古,0,75,1,74,1.33,98.67
34,贵州,0,146,2,144,1.37,98.63
