_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67801,3186,62882,4.70,92.74
2,香港,59,641,4,118,0.62,18.41
3,台湾,15,298,3,39,1.01,13.09
4,上海,6,498,5,338,1.00,67.87
5,北京,1,577,8,415,1.39,71.92
6,广东,9,1484,8,1351,0.54,91.04
7,福建,2,340,1,295,0.29,86.76
8,天津,10,173,3,133,1.73,76.88
9,浙江,1,1255,1,1225,0.08,97.61
10,澳门,1,38,0,10,0.00,26.32
11,内蒙古,2,97,1,74,1.03,76.29
12,江苏,1,645,0,631,0.00,97.83
13,山东,1,773,7,753,0.91,97.41
14,四川,0,550,3,536,0.55,97.45
15,甘肃,0,138,2,125,1.45,90.58
16,辽宁,2,136,2,124,1.47,91.18
17,陕西,0,253,3,242,1.19,95.65
18,云南,0,180,2,172,1.11,95.56
19,吉林,0,98,1,92,1.02,93.88
20,河北,2,321,6,310,1.87,96.57
21,重庆,0,579,6,570,1.04,98.45
22,河南,0,1276,22,1251,1.72,98.04
23,山西,0,136,0,133,0.00,97.79
24,黑龙江,0,484,13,469,2.69,96.90
25,广西,0,254,2,250,0.79,98.43
26,江西,0,937,1,935,0.11,99.79
27,贵州,0,147,2,144,1.36,97.96
28,海南,0,168,6,162,3.57,96.43
29,安徽,0,990,6,984,0.61,99.39
30,青海,0,18,0,18,0.00,100.00
31,新疆,0,76,3,73,3.95,96.05
32,湖南,0,1018,4,1014,0.39,99.61
33,宁夏,0,75,0,75,0.00,100.00
34,西藏,0,1,0,1,0.00,100.00
