_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,4,5108,105,4849,2.06,94.93
2,上海,1,1012,7,955,0.69,94.37
3,四川,3,701,3,663,0.43,94.58
4,广东,6,1840,8,1804,0.43,98.04
5,台湾,0,517,7,484,1.35,93.62
6,陕西,2,413,3,386,0.73,93.46
7,福建,0,411,1,393,0.24,95.62
8,云南,2,211,2,199,0.95,94.31
9,浙江,0,1282,1,1272,0.08,99.22
10,河南,0,1281,22,1254,1.72,97.89
11,内蒙古,0,266,1,261,0.38,98.12
12,天津,1,241,3,234,1.24,97.10
13,广西,1,260,2,255,0.77,98.08
14,辽宁,0,271,2,266,0.74,98.15
15,江苏,0,666,0,664,0.00,99.70
16,山东,0,832,7,823,0.84,98.92
17,北京,0,936,9,926,0.96,98.93
18,山西,0,204,0,203,0.00,99.51
19,重庆,0,585,6,578,1.03,98.80
20,河北,0,365,6,358,1.64,98.08
21,江西,0,935,1,934,0.11,99.89
22,甘肃,0,170,2,168,1.18,98.82
23,新疆,0,902,3,899,0.33,99.67
24,澳门,0,46,0,46,0.00,100.00
25,吉林,0,157,2,155,1.27,98.73
26,宁夏,0,75,0,75,0.00,100.00
27,青海,0,18,0,18,0.00,100.00
28,湖北,0,68139,4512,63627,6.62,93.38
29,湖南,0,1019,4,1015,0.39,99.61
30,海南,0,171,6,165,3.51,96.49
31,贵州,0,147,2,145,1.36,98.64
32,黑龙江,0,948,13,935,1.37,98.63
33,安徽,0,991,6,985,0.61,99.39
34,西藏,0,1,0,1,0.00,100.00
