_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,0,1107,4,1049,0.36,94.76
2,四川,1,582,3,558,0.52,95.88
3,广东,2,1604,8,1586,0.50,98.88
4,内蒙古,0,235,1,226,0.43,96.17
5,台湾,0,443,7,430,1.58,97.07
6,上海,0,678,7,665,1.03,98.08
7,山东,0,792,7,781,0.88,98.61
8,陕西,0,311,3,305,0.96,98.07
9,福建,0,359,1,356,0.28,99.16
10,天津,0,193,3,189,1.55,97.93
11,北京,0,594,9,584,1.52,98.32
12,海南,0,169,6,162,3.55,95.86
13,西藏,0,1,0,1,0.00,100.00
14,江西,0,932,1,931,0.11,99.89
15,黑龙江,0,947,13,934,1.37,98.63
16,宁夏,0,75,0,75,0.00,100.00
17,吉林,0,155,2,153,1.29,98.71
18,山西,0,198,0,198,0.00,100.00
19,河北,0,328,6,322,1.83,98.17
20,新疆,0,76,3,73,3.95,96.05
21,青海,0,18,0,18,0.00,100.00
22,湖北,0,68135,4512,63623,6.62,93.38
23,澳门,0,45,0,45,0.00,100.00
24,甘肃,0,139,2,137,1.44,98.56
25,重庆,0,579,6,573,1.04,98.96
26,贵州,0,147,2,145,1.36,98.64
27,广西,0,254,2,252,0.79,99.21
28,河南,0,1276,22,1254,1.72,98.28
29,安徽,0,991,6,985,0.61,99.39
30,江苏,0,653,0,653,0.00,100.00
31,云南,0,185,2,183,1.08,98.92
32,浙江,0,1268,1,1267,0.08,99.92
33,湖南,0,1019,4,1015,0.39,99.61
34,辽宁,0,149,2,147,1.34,98.66
