_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,115,67332,2871,38556,4.26,57.26
2,广东,0,1350,7,1129,0.52,83.63
3,河南,0,1272,22,1234,1.73,97.01
4,浙江,0,1213,1,1107,0.08,91.26
5,湖南,0,1018,4,913,0.39,89.69
6,安徽,0,990,6,956,0.61,96.57
7,江西,0,935,1,884,0.11,94.55
8,山东,0,758,6,511,0.79,67.41
9,江苏,0,631,0,565,0.00,89.54
10,重庆,0,576,6,490,1.04,85.07
11,四川,0,538,3,400,0.56,74.35
12,黑龙江,0,480,13,372,2.71,77.50
13,北京,3,417,8,294,1.92,70.50
14,上海,0,338,3,298,0.89,88.17
15,河北,0,318,6,300,1.89,94.34
16,福建,0,296,1,261,0.34,88.18
17,广西,0,252,2,210,0.79,83.33
18,陕西,0,245,1,218,0.41,88.98
19,云南,0,174,2,169,1.15,97.13
20,海南,0,168,5,155,2.98,92.26
21,贵州,0,146,2,114,1.37,78.08
22,天津,0,136,3,124,2.21,91.18
23,山西,0,133,0,124,0.00,93.23
24,辽宁,0,125,1,106,0.80,84.80
25,香港,0,100,2,37,2.00,37.00
26,吉林,0,93,1,84,1.08,90.32
27,甘肃,0,91,2,86,2.20,94.51
28,新疆,0,76,3,68,3.95,89.47
29,内蒙古,0,75,1,59,1.33,78.67
30,宁夏,1,75,0,69,0.00,92.00
31,台湾,1,42,1,12,2.38,28.57
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,9,0.00,90.00
34,西藏,0,1,0,1,0.00,100.00
