_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,8,4838,94,4431,1.94,91.59
2,上海,5,913,7,854,0.77,93.54
3,广东,13,1758,8,1722,0.46,97.95
4,四川,1,656,3,632,0.46,96.34
5,新疆,0,902,3,883,0.33,97.89
6,山东,0,831,7,809,0.84,97.35
7,天津,1,230,3,214,1.30,93.04
8,福建,1,384,1,370,0.26,96.35
9,河北,0,365,6,347,1.64,95.07
10,台湾,0,489,7,471,1.43,96.32
11,陕西,2,373,3,360,0.80,96.51
12,浙江,0,1278,1,1268,0.08,99.22
13,江苏,0,665,0,659,0.00,99.10
14,云南,0,199,2,191,1.01,95.98
15,山西,0,203,0,201,0.00,99.01
16,辽宁,0,263,2,259,0.76,98.48
17,广西,2,257,2,253,0.78,98.44
18,内蒙古,0,261,1,259,0.38,99.23
19,西藏,0,1,0,1,0.00,100.00
20,安徽,0,991,6,985,0.61,99.39
21,重庆,0,583,6,577,1.03,98.97
22,甘肃,0,169,2,167,1.18,98.82
23,贵州,0,147,2,145,1.36,98.64
24,湖南,0,1019,4,1015,0.39,99.61
25,澳门,0,46,0,46,0.00,100.00
26,北京,0,935,9,926,0.96,99.04
27,青海,0,18,0,18,0.00,100.00
28,吉林,0,157,2,155,1.27,98.73
29,河南,0,1276,22,1254,1.72,98.28
30,宁夏,0,75,0,75,0.00,100.00
31,江西,0,935,1,934,0.11,99.89
32,黑龙江,0,948,13,935,1.37,98.63
33,湖北,0,68139,4512,63627,6.62,93.38
34,海南,0,171,6,165,3.51,96.49
