_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,604,1.38,63.98
2,香港,2,1039,4,859,0.38,82.68
3,台湾,0,429,6,324,1.40,75.52
4,陕西,0,306,3,255,0.98,83.33
5,内蒙古,0,201,1,154,0.50,76.62
6,北京,0,593,9,547,1.52,92.24
7,上海,0,652,7,612,1.07,93.87
8,山西,0,197,0,176,0.00,89.34
9,广东,0,1588,8,1567,0.50,98.68
10,吉林,1,112,1,102,0.89,91.07
11,澳门,0,45,0,37,0.00,82.22
12,山东,0,787,7,772,0.89,98.09
13,河北,0,328,6,318,1.83,96.95
14,江苏,0,653,0,650,0.00,99.54
15,浙江,0,1268,1,1265,0.08,99.76
16,福建,0,356,1,353,0.28,99.16
17,天津,0,190,3,185,1.58,97.37
18,云南,0,185,2,181,1.08,97.84
19,河南,0,1276,22,1254,1.72,98.28
20,海南,0,168,6,162,3.57,96.43
21,宁夏,0,75,0,75,0.00,100.00
22,广西,0,254,2,252,0.79,99.21
23,贵州,0,147,2,145,1.36,98.64
24,湖南,0,1019,4,1015,0.39,99.61
25,重庆,0,579,6,573,1.04,98.96
26,西藏,0,1,0,1,0.00,100.00
27,新疆,0,76,3,73,3.95,96.05
28,安徽,0,991,6,985,0.61,99.39
29,湖北,0,68128,4512,63616,6.62,93.38
30,甘肃,0,139,2,137,1.44,98.56
31,青海,0,18,0,18,0.00,100.00
32,四川,0,561,3,558,0.53,99.47
33,江西,0,937,1,936,0.11,99.89
34,辽宁,0,146,2,144,1.37,98.63
