_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,0,440,7,389,1.59,88.41
2,吉林,3,144,2,113,1.39,78.47
3,香港,0,1052,4,1022,0.38,97.15
4,上海,0,665,7,641,1.05,96.39
5,内蒙古,0,209,1,196,0.48,93.78
6,北京,0,593,9,577,1.52,97.30
7,湖北,0,68134,4512,63616,6.62,93.37
8,陕西,0,308,3,301,0.97,97.73
9,广东,1,1590,8,1579,0.50,99.31
10,辽宁,0,149,2,144,1.34,96.64
11,天津,1,192,3,187,1.56,97.40
12,澳门,0,45,0,44,0.00,97.78
13,河北,0,328,6,321,1.83,97.87
14,山东,0,788,7,780,0.89,98.98
15,海南,0,169,6,162,3.55,95.86
16,江苏,0,653,0,653,0.00,100.00
17,山西,0,198,0,198,0.00,100.00
18,青海,0,18,0,18,0.00,100.00
19,新疆,0,76,3,73,3.95,96.05
20,四川,0,561,3,558,0.53,99.47
21,西藏,0,1,0,1,0.00,100.00
22,河南,0,1276,22,1254,1.72,98.28
23,福建,0,356,1,355,0.28,99.72
24,云南,0,185,2,183,1.08,98.92
25,浙江,0,1268,1,1267,0.08,99.92
26,黑龙江,0,945,13,932,1.38,98.62
27,甘肃,0,139,2,137,1.44,98.56
28,湖南,0,1019,4,1015,0.39,99.61
29,广西,0,254,2,252,0.79,99.21
30,重庆,0,579,6,573,1.04,98.96
31,宁夏,0,75,0,75,0.00,100.00
32,安徽,0,991,6,985,0.61,99.39
33,贵州,0,147,2,145,1.36,98.64
34,江西,0,937,1,936,0.11,99.89
