_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,12,4822,90,4380,1.87,90.83
2,上海,4,908,7,842,0.77,92.73
3,四川,1,653,3,626,0.46,95.87
4,新疆,0,902,3,877,0.33,97.23
5,台湾,0,488,7,462,1.43,94.67
6,山东,0,831,7,809,0.84,97.35
7,广东,2,1742,8,1721,0.46,98.79
8,天津,0,229,3,213,1.31,93.01
9,河北,0,365,6,346,1.64,94.79
10,福建,0,383,1,369,0.26,96.34
11,浙江,0,1278,1,1268,0.08,99.22
12,云南,0,199,2,191,1.01,95.98
13,江苏,0,665,0,659,0.00,99.10
14,山西,0,203,0,201,0.00,99.01
15,陕西,0,365,3,360,0.82,98.63
16,辽宁,1,263,2,259,0.76,98.48
17,内蒙古,0,261,1,258,0.38,98.85
18,广西,0,255,2,253,0.78,99.22
19,湖北,0,68139,4512,63627,6.62,93.38
20,湖南,0,1019,4,1015,0.39,99.61
21,贵州,0,147,2,145,1.36,98.64
22,宁夏,0,75,0,75,0.00,100.00
23,西藏,0,1,0,1,0.00,100.00
24,澳门,0,46,0,46,0.00,100.00
25,江西,0,935,1,934,0.11,99.89
26,海南,0,171,6,165,3.51,96.49
27,黑龙江,0,948,13,935,1.37,98.63
28,重庆,0,583,6,577,1.03,98.97
29,青海,0,18,0,18,0.00,100.00
30,甘肃,0,169,2,167,1.18,98.82
31,吉林,0,157,2,155,1.27,98.73
32,河南,0,1276,22,1254,1.72,98.28
33,北京,0,935,9,926,0.96,99.04
34,安徽,0,991,6,985,0.61,99.39
