_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,3,5049,104,4749,2.06,94.06
2,上海,2,977,7,926,0.72,94.78
3,陕西,1,402,3,374,0.75,93.03
4,台湾,0,509,7,480,1.38,94.30
5,广东,0,1807,8,1780,0.44,98.51
6,四川,0,675,3,656,0.44,97.19
7,福建,0,396,1,381,0.25,96.21
8,云南,0,209,2,196,0.96,93.78
9,浙江,0,1282,1,1272,0.08,99.22
10,山东,0,832,7,816,0.84,98.08
11,天津,0,239,3,230,1.26,96.23
12,河南,0,1280,22,1254,1.72,97.97
13,辽宁,2,267,2,262,0.75,98.13
14,内蒙古,0,263,1,259,0.38,98.48
15,广西,1,259,2,254,0.77,98.07
16,河北,0,365,6,357,1.64,97.81
17,江苏,1,666,0,664,0.00,99.70
18,重庆,0,584,6,578,1.03,98.97
19,吉林,0,157,2,155,1.27,98.73
20,江西,0,935,1,934,0.11,99.89
21,青海,0,18,0,18,0.00,100.00
22,北京,0,935,9,926,0.96,99.04
23,海南,0,171,6,165,3.51,96.49
24,宁夏,0,75,0,75,0.00,100.00
25,安徽,0,991,6,985,0.61,99.39
26,甘肃,0,170,2,168,1.18,98.82
27,湖南,0,1019,4,1015,0.39,99.61
28,黑龙江,0,948,13,935,1.37,98.63
29,澳门,0,46,0,46,0.00,100.00
30,湖北,0,68139,4512,63627,6.62,93.38
31,山西,0,203,0,203,0.00,100.00
32,新疆,0,902,3,899,0.33,99.67
33,贵州,0,147,2,145,1.36,98.64
34,西藏,0,1,0,1,0.00,100.00
