_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,13,1079,4,1035,0.37,95.92
2,内蒙古,0,232,1,206,0.43,88.79
3,台湾,1,442,7,420,1.58,95.02
4,吉林,0,155,2,142,1.29,91.61
5,上海,1,672,7,657,1.04,97.77
6,湖北,0,68135,4512,63619,6.62,93.37
7,四川,0,564,3,558,0.53,98.94
8,北京,0,593,9,581,1.52,97.98
9,山东,2,790,7,780,0.89,98.73
10,福建,0,358,1,355,0.28,99.16
11,广东,1,1593,8,1583,0.50,99.37
12,天津,0,192,3,188,1.56,97.92
13,海南,0,169,6,162,3.55,95.86
14,澳门,0,45,0,45,0.00,100.00
15,湖南,0,1019,4,1015,0.39,99.61
16,新疆,0,76,3,73,3.95,96.05
17,重庆,0,579,6,573,1.04,98.96
18,云南,0,185,2,183,1.08,98.92
19,山西,0,198,0,198,0.00,100.00
20,黑龙江,0,945,13,932,1.38,98.62
21,江苏,0,653,0,653,0.00,100.00
22,浙江,0,1268,1,1267,0.08,99.92
23,河北,0,328,6,322,1.83,98.17
24,广西,0,254,2,252,0.79,99.21
25,贵州,0,147,2,145,1.36,98.64
26,河南,0,1276,22,1254,1.72,98.28
27,甘肃,0,139,2,137,1.44,98.56
28,西藏,0,1,0,1,0.00,100.00
29,青海,0,18,0,18,0.00,100.00
30,陕西,0,308,3,305,0.97,99.03
31,辽宁,0,149,2,147,1.34,98.66
32,安徽,0,991,6,985,0.61,99.39
33,江西,0,937,1,936,0.11,99.89
34,宁夏,0,75,0,75,0.00,100.00
