_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,67,1655,10,1254,0.60,75.77
2,北京,0,929,9,762,0.97,82.02
3,上海,1,733,7,694,0.95,94.68
4,辽宁,0,164,2,151,1.22,92.07
5,内蒙古,0,249,1,237,0.40,95.18
6,广东,4,1654,8,1636,0.48,98.91
7,四川,0,599,3,591,0.50,98.66
8,天津,0,203,3,195,1.48,96.06
9,台湾,1,452,7,440,1.55,97.35
10,陕西,0,321,3,315,0.93,98.13
11,河北,0,349,6,340,1.72,97.42
12,云南,0,188,2,183,1.06,97.34
13,山东,1,794,7,785,0.88,98.87
14,浙江,0,1270,1,1267,0.08,99.76
15,山西,0,201,0,200,0.00,99.50
16,广西,1,255,2,252,0.78,98.82
17,福建,0,363,1,361,0.28,99.45
18,重庆,0,583,6,576,1.03,98.80
19,澳门,0,46,0,45,0.00,97.83
20,江苏,1,655,0,654,0.00,99.85
21,新疆,1,77,3,73,3.90,94.81
22,青海,0,18,0,18,0.00,100.00
23,宁夏,0,75,0,75,0.00,100.00
24,黑龙江,0,947,13,934,1.37,98.63
25,安徽,0,991,6,985,0.61,99.39
26,江西,0,932,1,931,0.11,99.89
27,贵州,0,147,2,145,1.36,98.64
28,西藏,0,1,0,1,0.00,100.00
29,河南,0,1276,22,1254,1.72,98.28
30,湖南,0,1019,4,1015,0.39,99.61
31,甘肃,0,167,2,165,1.20,98.80
32,吉林,0,155,2,153,1.29,98.71
33,湖北,0,68135,4512,63623,6.62,93.38
34,海南,0,171,6,165,3.51,96.49
