_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,9,4984,102,4663,2.05,93.56
2,上海,4,954,7,909,0.73,95.28
3,四川,0,670,3,650,0.45,97.01
4,广东,1,1784,8,1760,0.45,98.65
5,台湾,1,500,7,477,1.40,95.40
6,福建,0,392,1,377,0.26,96.17
7,山东,0,831,7,813,0.84,97.83
8,陕西,0,382,3,370,0.79,96.86
9,浙江,0,1282,1,1272,0.08,99.22
10,云南,1,206,2,195,0.97,94.66
11,天津,0,234,3,225,1.28,96.15
12,河北,0,365,6,356,1.64,97.53
13,广西,0,258,2,253,0.78,98.06
14,河南,1,1278,22,1254,1.72,98.12
15,江苏,0,665,0,663,0.00,99.70
16,山西,0,203,0,202,0.00,99.51
17,重庆,0,584,6,577,1.03,98.80
18,内蒙古,0,261,1,259,0.38,99.23
19,澳门,0,46,0,46,0.00,100.00
20,吉林,0,157,2,155,1.27,98.73
21,安徽,0,991,6,985,0.61,99.39
22,青海,0,18,0,18,0.00,100.00
23,贵州,0,147,2,145,1.36,98.64
24,辽宁,0,264,2,262,0.76,99.24
25,新疆,0,902,3,899,0.33,99.67
26,黑龙江,0,948,13,935,1.37,98.63
27,北京,0,935,9,926,0.96,99.04
28,湖南,0,1019,4,1015,0.39,99.61
29,宁夏,0,75,0,75,0.00,100.00
30,西藏,0,1,0,1,0.00,100.00
31,江西,0,935,1,934,0.11,99.89
32,甘肃,0,170,2,168,1.18,98.82
33,湖北,0,68139,4512,63627,6.62,93.38
34,海南,0,171,6,165,3.51,96.49
