_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,6,5038,103,4717,2.04,93.63
2,上海,1,975,7,923,0.72,94.67
3,陕西,0,401,3,372,0.75,92.77
4,台湾,2,509,7,479,1.38,94.11
5,广东,3,1803,8,1774,0.44,98.39
6,四川,0,672,3,654,0.45,97.32
7,福建,0,396,1,380,0.25,95.96
8,云南,1,209,2,196,0.96,93.78
9,浙江,0,1282,1,1272,0.08,99.22
10,山东,0,831,7,816,0.84,98.19
11,天津,1,238,3,228,1.26,95.80
12,河南,0,1279,22,1254,1.72,98.05
13,内蒙古,0,263,1,259,0.38,98.48
14,河北,0,365,6,357,1.64,97.81
15,广西,0,258,2,254,0.78,98.45
16,江苏,0,665,0,664,0.00,99.85
17,辽宁,0,265,2,262,0.75,98.87
18,西藏,0,1,0,1,0.00,100.00
19,湖南,0,1019,4,1015,0.39,99.61
20,重庆,0,584,6,578,1.03,98.97
21,新疆,0,902,3,899,0.33,99.67
22,江西,0,935,1,934,0.11,99.89
23,山西,0,203,0,203,0.00,100.00
24,甘肃,0,170,2,168,1.18,98.82
25,澳门,0,46,0,46,0.00,100.00
26,海南,0,171,6,165,3.51,96.49
27,北京,0,935,9,926,0.96,99.04
28,吉林,0,157,2,155,1.27,98.73
29,安徽,0,991,6,985,0.61,99.39
30,黑龙江,0,948,13,935,1.37,98.63
31,青海,0,18,0,18,0.00,100.00
32,湖北,0,68139,4512,63627,6.62,93.38
33,宁夏,0,75,0,75,0.00,100.00
34,贵州,0,147,2,145,1.36,98.64
