_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,5,1009,4,397,0.40,39.35
2,黑龙江,79,819,13,470,1.59,57.39
3,台湾,5,393,6,114,1.53,29.01
4,湖北,0,67803,3221,64363,4.75,94.93
5,上海,0,618,7,458,1.13,74.11
6,内蒙古,0,190,1,91,0.53,47.89
7,广东,9,1564,8,1458,0.51,93.22
8,北京,0,589,8,491,1.36,83.36
9,山西,0,173,0,135,0.00,78.03
10,澳门,0,45,0,13,0.00,28.89
11,浙江,0,1267,1,1242,0.08,98.03
12,福建,1,353,1,329,0.28,93.20
13,山东,0,784,7,759,0.89,96.81
14,天津,1,185,3,164,1.62,88.65
15,江苏,0,653,0,641,0.00,98.16
16,四川,0,560,3,548,0.54,97.86
17,云南,0,184,2,175,1.09,95.11
18,河北,0,327,6,314,1.83,96.02
19,辽宁,0,145,2,138,1.38,95.17
20,陕西,0,256,3,248,1.17,96.88
21,吉林,0,100,1,96,1.00,96.00
22,重庆,0,579,6,570,1.04,98.45
23,甘肃,0,139,2,135,1.44,97.12
24,贵州,0,147,2,144,1.36,97.96
25,湖南,0,1019,4,1014,0.39,99.51
26,安徽,0,991,6,984,0.61,99.29
27,青海,0,18,0,18,0.00,100.00
28,西藏,0,1,0,1,0.00,100.00
29,河南,0,1276,22,1254,1.72,98.28
30,广西,0,254,2,252,0.79,99.21
31,江西,0,937,1,936,0.11,99.89
32,宁夏,0,75,0,75,0.00,100.00
33,海南,0,168,6,162,3.57,96.43
34,新疆,0,76,3,73,3.95,96.05
