_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,1,1066,4,1034,0.38,97.00
2,内蒙古,0,232,1,205,0.43,88.36
3,吉林,0,155,2,133,1.29,85.81
4,台湾,0,441,7,419,1.59,95.01
5,上海,1,671,7,655,1.04,97.62
6,湖北,0,68135,4512,63618,6.62,93.37
7,四川,0,564,3,558,0.53,98.94
8,北京,0,593,9,581,1.52,97.98
9,福建,1,358,1,355,0.28,99.16
10,广东,0,1592,8,1582,0.50,99.37
11,天津,0,192,3,188,1.56,97.92
12,山东,0,788,7,780,0.89,98.98
13,海南,0,169,6,162,3.55,95.86
14,安徽,0,991,6,985,0.61,99.39
15,江西,0,937,1,936,0.11,99.89
16,陕西,0,308,3,305,0.97,99.03
17,辽宁,0,149,2,147,1.34,98.66
18,青海,0,18,0,18,0.00,100.00
19,河南,0,1276,22,1254,1.72,98.28
20,广西,0,254,2,252,0.79,99.21
21,贵州,0,147,2,145,1.36,98.64
22,宁夏,0,75,0,75,0.00,100.00
23,重庆,0,579,6,573,1.04,98.96
24,江苏,0,653,0,653,0.00,100.00
25,新疆,0,76,3,73,3.95,96.05
26,黑龙江,0,945,13,932,1.38,98.62
27,河北,0,328,6,322,1.83,98.17
28,山西,0,198,0,198,0.00,100.00
29,浙江,0,1268,1,1267,0.08,99.92
30,湖南,0,1019,4,1015,0.39,99.61
31,澳门,0,45,0,45,0.00,100.00
32,西藏,0,1,0,1,0.00,100.00
33,甘肃,0,139,2,137,1.44,98.56
34,云南,0,185,2,183,1.08,98.92
