_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,17,862,4,186,0.46,21.58
2,湖北,0,67803,3210,63945,4.73,94.31
3,台湾,7,355,5,50,1.41,14.08
4,上海,2,531,6,383,1.13,72.13
5,北京,1,586,8,441,1.37,75.26
6,广东,8,1524,8,1387,0.52,91.01
7,福建,0,350,1,303,0.29,86.57
8,内蒙古,0,117,1,74,0.85,63.25
9,澳门,1,44,0,10,0.00,22.73
10,天津,0,180,3,144,1.67,80.00
11,浙江,1,1263,1,1230,0.08,97.39
12,黑龙江,13,504,13,469,2.58,93.06
13,江苏,0,651,0,633,0.00,97.24
14,山东,1,779,7,755,0.90,96.92
15,四川,1,558,3,539,0.54,96.59
16,辽宁,0,142,2,126,1.41,88.73
17,河北,1,327,6,310,1.83,94.80
18,云南,0,184,2,172,1.09,93.48
19,陕西,0,256,3,245,1.17,95.70
20,山西,1,138,0,133,0.00,96.38
21,甘肃,0,138,2,131,1.45,94.93
22,吉林,0,98,1,92,1.02,93.88
23,重庆,0,579,6,570,1.04,98.45
24,河南,0,1276,22,1251,1.72,98.04
25,湖南,0,1019,4,1014,0.39,99.51
26,贵州,0,147,2,144,1.36,97.96
27,江西,0,937,1,935,0.11,99.79
28,安徽,0,990,6,984,0.61,99.39
29,西藏,0,1,0,1,0.00,100.00
30,青海,0,18,0,18,0.00,100.00
31,新疆,0,76,3,73,3.95,96.05
32,海南,0,168,6,162,3.57,96.43
33,广西,0,254,2,252,0.79,99.21
34,宁夏,0,75,0,75,0.00,100.00
