_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,133,2505,18,1455,0.72,58.08
2,新疆,22,213,3,73,1.41,34.27
3,北京,0,929,9,878,0.97,94.51
4,辽宁,13,189,2,159,1.06,84.13
5,广东,3,1672,8,1642,0.48,98.21
6,上海,0,741,7,717,0.94,96.76
7,内蒙古,5,256,1,244,0.39,95.31
8,台湾,0,458,7,440,1.53,96.07
9,山东,1,799,7,785,0.88,98.25
10,四川,0,603,3,594,0.50,98.51
11,天津,1,204,3,195,1.47,95.59
12,陕西,0,323,3,317,0.93,98.14
13,福建,1,365,1,361,0.27,98.90
14,云南,0,189,2,186,1.06,98.41
15,重庆,0,583,6,576,1.03,98.80
16,浙江,0,1270,1,1268,0.08,99.84
17,河北,0,349,6,342,1.72,97.99
18,江苏,0,655,0,654,0.00,99.85
19,湖北,0,68135,4512,63623,6.62,93.38
20,宁夏,0,75,0,75,0.00,100.00
21,贵州,0,147,2,145,1.36,98.64
22,黑龙江,0,947,13,934,1.37,98.63
23,海南,0,171,6,165,3.51,96.49
24,安徽,0,991,6,985,0.61,99.39
25,山西,0,201,0,201,0.00,100.00
26,青海,0,18,0,18,0.00,100.00
27,江西,0,932,1,931,0.11,99.89
28,甘肃,0,167,2,165,1.20,98.80
29,吉林,0,155,2,153,1.29,98.71
30,广西,0,255,2,253,0.78,99.22
31,湖南,0,1019,4,1015,0.39,99.61
32,河南,0,1276,22,1254,1.72,98.28
33,西藏,0,1,0,1,0.00,100.00
34,澳门,0,46,0,46,0.00,100.00
