_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,7,4878,94,4510,1.93,92.46
2,上海,2,918,7,869,0.76,94.66
3,广东,3,1763,8,1727,0.45,97.96
4,四川,0,656,3,634,0.46,96.65
5,陕西,3,377,3,360,0.80,95.49
6,山东,0,831,7,810,0.84,97.47
7,天津,0,231,3,214,1.30,92.64
8,台湾,3,493,7,473,1.42,95.94
9,福建,1,386,1,372,0.26,96.37
10,新疆,0,902,3,889,0.33,98.56
11,浙江,0,1278,1,1268,0.08,99.22
12,云南,0,201,2,192,1.00,95.52
13,河北,0,365,6,354,1.64,96.99
14,江苏,0,665,0,661,0.00,99.40
15,山西,0,203,0,201,0.00,99.01
16,广西,0,257,2,253,0.78,98.44
17,辽宁,0,263,2,259,0.76,98.48
18,内蒙古,0,261,1,259,0.38,99.23
19,甘肃,1,170,2,167,1.18,98.24
20,西藏,0,1,0,1,0.00,100.00
21,吉林,0,157,2,155,1.27,98.73
22,海南,0,171,6,165,3.51,96.49
23,青海,0,18,0,18,0.00,100.00
24,河南,0,1276,22,1254,1.72,98.28
25,黑龙江,0,948,13,935,1.37,98.63
26,北京,0,935,9,926,0.96,99.04
27,贵州,0,147,2,145,1.36,98.64
28,湖南,0,1019,4,1015,0.39,99.61
29,安徽,0,991,6,985,0.61,99.39
30,湖北,0,68139,4512,63627,6.62,93.38
31,江西,0,935,1,934,0.11,99.89
32,重庆,0,583,6,577,1.03,98.97
33,宁夏,0,75,0,75,0.00,100.00
34,澳门,0,46,0,46,0.00,100.00
