_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,22,799,9,584,1.13,73.09
2,香港,3,1127,4,1074,0.35,95.30
3,上海,1,698,7,668,1.00,95.70
4,四川,0,589,3,570,0.51,96.77
5,河北,1,341,6,322,1.76,94.43
6,广东,3,1634,8,1613,0.49,98.71
7,甘肃,0,151,2,137,1.32,90.73
8,台湾,0,446,7,434,1.57,97.31
9,陕西,0,314,3,306,0.96,97.45
10,辽宁,0,153,2,147,1.31,96.08
11,福建,0,362,1,357,0.28,98.62
12,天津,0,197,3,191,1.52,96.95
13,重庆,0,582,6,573,1.03,98.45
14,内蒙古,0,238,1,234,0.42,98.32
15,海南,0,171,6,163,3.51,95.32
16,浙江,0,1269,1,1267,0.08,99.84
17,吉林,0,155,2,153,1.29,98.71
18,贵州,0,147,2,145,1.36,98.64
19,新疆,0,76,3,73,3.95,96.05
20,河南,0,1276,22,1254,1.72,98.28
21,澳门,0,45,0,45,0.00,100.00
22,西藏,0,1,0,1,0.00,100.00
23,江苏,0,653,0,653,0.00,100.00
24,江西,0,932,1,931,0.11,99.89
25,安徽,0,991,6,985,0.61,99.39
26,广西,0,254,2,252,0.79,99.21
27,湖南,0,1019,4,1015,0.39,99.61
28,黑龙江,0,947,13,934,1.37,98.63
29,青海,0,18,0,18,0.00,100.00
30,山西,0,198,0,198,0.00,100.00
31,云南,0,185,2,183,1.08,98.92
32,山东,0,792,7,785,0.88,99.12
33,湖北,0,68135,4512,63623,6.62,93.38
34,宁夏,0,75,0,75,0.00,100.00
