_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,657,1.38,69.60
2,香港,0,1039,4,879,0.38,84.60
3,台湾,4,436,6,332,1.38,76.15
4,内蒙古,0,201,1,156,0.50,77.61
5,陕西,0,306,3,263,0.98,85.95
6,北京,0,593,9,553,1.52,93.25
7,上海,2,655,7,619,1.07,94.50
8,山西,0,198,0,180,0.00,90.91
9,广东,0,1588,8,1569,0.50,98.80
10,山东,1,788,7,773,0.89,98.10
11,吉林,0,112,1,103,0.89,91.96
12,澳门,0,45,0,39,0.00,86.67
13,河北,0,328,6,318,1.83,96.95
14,江苏,0,653,0,650,0.00,99.54
15,云南,0,185,2,181,1.08,97.84
16,福建,0,356,1,353,0.28,99.16
17,浙江,0,1268,1,1265,0.08,99.76
18,天津,0,190,3,186,1.58,97.89
19,海南,0,168,6,162,3.57,96.43
20,辽宁,0,146,2,144,1.37,98.63
21,新疆,0,76,3,73,3.95,96.05
22,湖南,0,1019,4,1015,0.39,99.61
23,四川,0,561,3,558,0.53,99.47
24,湖北,0,68128,4512,63616,6.62,93.38
25,重庆,0,579,6,573,1.04,98.96
26,宁夏,0,75,0,75,0.00,100.00
27,河南,0,1276,22,1254,1.72,98.28
28,江西,0,937,1,936,0.11,99.89
29,广西,0,254,2,252,0.79,99.21
30,甘肃,0,139,2,137,1.44,98.56
31,贵州,0,147,2,145,1.36,98.64
32,安徽,0,991,6,985,0.61,99.39
33,西藏,0,1,0,1,0.00,100.00
34,青海,0,18,0,18,0.00,100.00
