_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,4,67790,3075,52943,4.54,78.10
2,广东,0,1356,8,1299,0.59,95.80
3,河南,0,1273,22,1249,1.73,98.11
4,浙江,0,1227,1,1211,0.08,98.70
5,湖南,0,1018,4,1009,0.39,99.12
6,安徽,0,990,6,984,0.61,99.39
7,江西,0,935,1,934,0.11,99.89
8,山东,0,760,7,740,0.92,97.37
9,江苏,0,631,0,630,0.00,99.84
10,重庆,0,576,6,566,1.04,98.26
11,四川,0,539,3,510,0.56,94.62
12,黑龙江,0,482,13,447,2.70,92.74
13,北京,1,437,8,349,1.83,79.86
14,上海,2,352,3,324,0.85,92.05
15,河北,0,318,6,310,1.89,97.48
16,福建,0,296,1,295,0.34,99.66
17,广西,0,252,2,243,0.79,96.43
18,陕西,0,245,2,232,0.82,94.69
19,云南,0,174,2,170,1.15,97.70
20,海南,0,168,6,160,3.57,95.24
21,贵州,0,146,2,143,1.37,97.95
22,香港,6,137,4,78,2.92,56.93
23,天津,0,136,3,132,2.21,97.06
24,山西,0,133,0,133,0.00,100.00
25,甘肃,2,129,2,89,1.55,68.99
26,辽宁,0,125,1,113,0.80,90.40
27,吉林,0,93,1,91,1.08,97.85
28,新疆,0,76,3,73,3.95,96.05
29,内蒙古,0,75,1,71,1.33,94.67
30,宁夏,0,75,0,72,0.00,96.00
31,台湾,1,50,1,20,2.00,40.00
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,10,0.00,100.00
34,西藏,0,1,0,1,0.00,100.00
