_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,11,5143,105,4885,2.04,94.98
2,上海,5,1030,7,966,0.68,93.79
3,四川,3,713,3,665,0.42,93.27
4,台湾,2,523,7,486,1.34,92.93
5,广东,0,1848,8,1815,0.43,98.21
6,陕西,0,414,3,394,0.72,95.17
7,福建,1,414,1,399,0.24,96.38
8,浙江,1,1283,1,1272,0.08,99.14
9,云南,0,211,2,200,0.95,94.79
10,内蒙古,0,268,1,261,0.37,97.39
11,河南,0,1281,22,1255,1.72,97.97
12,天津,0,242,3,235,1.24,97.11
13,山西,0,206,0,203,0.00,98.54
14,广西,0,260,2,255,0.77,98.08
15,江苏,0,667,0,664,0.00,99.55
16,山东,0,832,7,823,0.84,98.92
17,北京,0,936,9,926,0.96,98.93
18,辽宁,0,271,2,268,0.74,98.89
19,河北,0,365,6,358,1.64,98.08
20,重庆,0,585,6,578,1.03,98.80
21,新疆,0,902,3,899,0.33,99.67
22,宁夏,0,75,0,75,0.00,100.00
23,吉林,0,157,2,155,1.27,98.73
24,黑龙江,0,948,13,935,1.37,98.63
25,湖南,0,1019,4,1015,0.39,99.61
26,甘肃,0,170,2,168,1.18,98.82
27,贵州,0,147,2,145,1.36,98.64
28,海南,0,171,6,165,3.51,96.49
29,青海,0,18,0,18,0.00,100.00
30,澳门,0,46,0,46,0.00,100.00
31,西藏,0,1,0,1,0.00,100.00
32,湖北,0,68139,4512,63627,6.62,93.38
33,江西,0,935,1,934,0.11,99.89
34,安徽,0,991,6,985,0.61,99.39
