_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,69,4148,55,2917,1.33,70.32
2,新疆,13,866,3,296,0.35,34.18
3,辽宁,0,261,2,186,0.77,71.26
4,上海,8,794,7,737,0.88,92.82
5,台湾,0,477,7,441,1.47,92.45
6,山东,6,816,7,788,0.86,96.57
7,广东,3,1699,8,1672,0.47,98.41
8,陕西,9,340,3,322,0.88,94.71
9,四川,0,615,3,599,0.49,97.40
10,北京,0,935,9,920,0.96,98.40
11,浙江,1,1274,1,1268,0.08,99.53
12,湖北,0,68139,4512,63623,6.62,93.37
13,江苏,0,659,0,655,0.00,99.39
14,内蒙古,0,258,1,253,0.39,98.06
15,福建,0,367,1,363,0.27,98.91
16,甘肃,2,169,2,165,1.18,97.63
17,云南,0,191,2,188,1.05,98.43
18,吉林,0,157,2,154,1.27,98.09
19,河北,1,350,6,343,1.71,98.00
20,黑龙江,1,948,13,934,1.37,98.52
21,天津,0,205,3,201,1.46,98.05
22,宁夏,0,75,0,75,0.00,100.00
23,山西,0,201,0,201,0.00,100.00
24,贵州,0,147,2,145,1.36,98.64
25,江西,0,932,1,931,0.11,99.89
26,重庆,0,583,6,577,1.03,98.97
27,海南,0,171,6,165,3.51,96.49
28,广西,0,255,2,253,0.78,99.22
29,河南,0,1276,22,1254,1.72,98.28
30,西藏,0,1,0,1,0.00,100.00
31,湖南,0,1019,4,1015,0.39,99.61
32,澳门,0,46,0,46,0.00,100.00
33,安徽,0,991,6,985,0.61,99.39
34,青海,0,18,0,18,0.00,100.00
