_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,0,440,7,375,1.59,85.23
2,香港,3,1050,4,1008,0.38,96.00
3,吉林,1,134,1,108,0.75,80.60
4,上海,0,660,7,633,1.06,95.91
5,内蒙古,0,209,1,190,0.48,90.91
6,北京,0,593,9,574,1.52,96.80
7,陕西,0,308,3,297,0.97,96.43
8,湖北,0,68134,4512,63616,6.62,93.37
9,山东,0,788,7,777,0.89,98.60
10,辽宁,2,149,2,144,1.34,96.64
11,澳门,0,45,0,43,0.00,95.56
12,广东,0,1589,8,1579,0.50,99.37
13,黑龙江,0,945,13,930,1.38,98.41
14,天津,0,191,3,187,1.57,97.91
15,福建,0,356,1,354,0.28,99.44
16,河北,0,328,6,321,1.83,97.87
17,广西,0,254,2,252,0.79,99.21
18,甘肃,0,139,2,137,1.44,98.56
19,江苏,0,653,0,653,0.00,100.00
20,安徽,0,991,6,985,0.61,99.39
21,江西,0,937,1,936,0.11,99.89
22,青海,0,18,0,18,0.00,100.00
23,贵州,0,147,2,145,1.36,98.64
24,西藏,0,1,0,1,0.00,100.00
25,重庆,0,579,6,573,1.04,98.96
26,新疆,0,76,3,73,3.95,96.05
27,浙江,0,1268,1,1267,0.08,99.92
28,海南,0,168,6,162,3.57,96.43
29,河南,0,1276,22,1254,1.72,98.28
30,湖南,0,1019,4,1015,0.39,99.61
31,山西,0,198,0,198,0.00,100.00
32,云南,0,185,2,183,1.08,98.92
33,四川,0,561,3,558,0.53,99.47
34,宁夏,0,75,0,75,0.00,100.00
