_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,13,863,9,584,1.04,67.67
2,香港,2,1179,6,1086,0.51,92.11
3,上海,0,703,7,670,1.00,95.31
4,甘肃,3,161,2,138,1.24,85.71
5,河北,1,349,6,323,1.72,92.55
6,四川,0,589,3,575,0.51,97.62
7,陕西,1,319,3,307,0.94,96.24
8,广东,1,1635,8,1621,0.49,99.14
9,辽宁,0,154,2,147,1.30,95.45
10,福建,0,363,1,357,0.28,98.35
11,台湾,0,446,7,435,1.57,97.53
12,天津,0,198,3,192,1.52,96.97
13,重庆,0,582,6,573,1.03,98.45
14,海南,0,171,6,163,3.51,95.32
15,江苏,0,654,0,653,0.00,99.85
16,浙江,0,1269,1,1267,0.08,99.84
17,内蒙古,0,238,1,236,0.42,99.16
18,湖南,0,1019,4,1015,0.39,99.61
19,云南,0,185,2,183,1.08,98.92
20,安徽,0,991,6,985,0.61,99.39
21,河南,0,1276,22,1254,1.72,98.28
22,湖北,0,68135,4512,63623,6.62,93.38
23,吉林,0,155,2,153,1.29,98.71
24,山东,0,792,7,785,0.88,99.12
25,西藏,0,1,0,1,0.00,100.00
26,江西,0,932,1,931,0.11,99.89
27,新疆,0,76,3,73,3.95,96.05
28,澳门,0,45,0,45,0.00,100.00
29,山西,0,198,0,198,0.00,100.00
30,广西,0,254,2,252,0.79,99.21
31,贵州,0,147,2,145,1.36,98.64
32,黑龙江,0,947,13,934,1.37,98.63
33,青海,0,18,0,18,0.00,100.00
34,宁夏,0,75,0,75,0.00,100.00
