_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,118,2249,15,1379,0.67,61.32
2,新疆,13,171,3,73,1.75,42.69
3,北京,0,929,9,855,0.97,92.03
4,广东,5,1667,8,1639,0.48,98.32
5,上海,1,739,7,712,0.95,96.35
6,内蒙古,0,250,1,241,0.40,96.40
7,台湾,0,455,7,440,1.54,96.70
8,辽宁,2,167,2,158,1.20,94.61
9,四川,0,603,3,594,0.50,98.51
10,山东,0,798,7,785,0.88,98.37
11,天津,0,203,3,195,1.48,96.06
12,陕西,0,323,3,317,0.93,98.14
13,福建,0,364,1,361,0.27,99.18
14,云南,0,189,2,185,1.06,97.88
15,浙江,0,1270,1,1267,0.08,99.76
16,重庆,0,583,6,576,1.03,98.80
17,江苏,0,655,0,654,0.00,99.85
18,河北,0,349,6,342,1.72,97.99
19,广西,0,255,2,253,0.78,99.22
20,湖南,0,1019,4,1015,0.39,99.61
21,黑龙江,0,947,13,934,1.37,98.63
22,甘肃,0,167,2,165,1.20,98.80
23,海南,0,171,6,165,3.51,96.49
24,安徽,0,991,6,985,0.61,99.39
25,青海,0,18,0,18,0.00,100.00
26,吉林,0,155,2,153,1.29,98.71
27,贵州,0,147,2,145,1.36,98.64
28,西藏,0,1,0,1,0.00,100.00
29,宁夏,0,75,0,75,0.00,100.00
30,江西,0,932,1,931,0.11,99.89
31,河南,0,1276,22,1254,1.72,98.28
32,澳门,0,46,0,46,0.00,100.00
33,湖北,0,68135,4512,63623,6.62,93.38
34,山西,0,201,0,201,0.00,100.00
