_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,106,2884,23,1527,0.80,52.95
2,新疆,89,400,3,75,0.75,18.75
3,辽宁,0,209,2,160,0.96,76.56
4,北京,1,932,9,896,0.97,96.14
5,台湾,5,467,7,440,1.50,94.22
6,上海,1,744,7,719,0.94,96.64
7,广东,2,1674,8,1648,0.48,98.45
8,内蒙古,0,258,1,244,0.39,94.57
9,山东,0,799,7,785,0.88,98.25
10,天津,0,204,3,195,1.47,95.59
11,四川,0,604,3,596,0.50,98.68
12,福建,0,366,1,362,0.27,98.91
13,吉林,0,157,2,153,1.27,97.45
14,云南,0,190,2,186,1.05,97.89
15,陕西,0,323,3,318,0.93,98.45
16,浙江,0,1270,1,1268,0.08,99.84
17,江苏,0,655,0,654,0.00,99.85
18,河北,0,349,6,343,1.72,98.28
19,贵州,0,147,2,145,1.36,98.64
20,江西,0,932,1,931,0.11,99.89
21,澳门,0,46,0,46,0.00,100.00
22,海南,0,171,6,165,3.51,96.49
23,黑龙江,0,947,13,934,1.37,98.63
24,重庆,0,583,6,577,1.03,98.97
25,湖南,0,1019,4,1015,0.39,99.61
26,广西,0,255,2,253,0.78,99.22
27,河南,0,1276,22,1254,1.72,98.28
28,宁夏,0,75,0,75,0.00,100.00
29,湖北,0,68135,4512,63623,6.62,93.38
30,西藏,0,1,0,1,0.00,100.00
31,安徽,0,991,6,985,0.61,99.39
32,甘肃,0,167,2,165,1.20,98.80
33,山西,0,201,0,201,0.00,100.00
34,青海,0,18,0,18,0.00,100.00
