_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,13,843,9,584,1.07,69.28
2,香港,16,1177,6,1083,0.51,92.01
3,上海,0,701,7,669,1.00,95.44
4,甘肃,7,158,2,137,1.27,86.71
5,河北,0,346,6,323,1.73,93.35
6,四川,0,589,3,572,0.51,97.11
7,广东,0,1634,8,1619,0.49,99.08
8,陕西,1,317,3,307,0.95,96.85
9,福建,0,363,1,357,0.28,98.35
10,辽宁,0,154,2,147,1.30,95.45
11,台湾,0,446,7,435,1.57,97.53
12,天津,0,198,3,192,1.52,96.97
13,重庆,0,582,6,573,1.03,98.45
14,海南,0,171,6,163,3.51,95.32
15,浙江,0,1269,1,1267,0.08,99.84
16,内蒙古,0,238,1,236,0.42,99.16
17,江苏,1,654,0,653,0.00,99.85
18,安徽,0,991,6,985,0.61,99.39
19,山东,0,792,7,785,0.88,99.12
20,宁夏,0,75,0,75,0.00,100.00
21,云南,0,185,2,183,1.08,98.92
22,山西,0,198,0,198,0.00,100.00
23,河南,0,1276,22,1254,1.72,98.28
24,广西,0,254,2,252,0.79,99.21
25,青海,0,18,0,18,0.00,100.00
26,贵州,0,147,2,145,1.36,98.64
27,黑龙江,0,947,13,934,1.37,98.63
28,江西,0,932,1,931,0.11,99.89
29,新疆,0,76,3,73,3.95,96.05
30,湖北,0,68135,4512,63623,6.62,93.38
31,吉林,0,155,2,153,1.29,98.71
32,湖南,0,1019,4,1015,0.39,99.61
33,澳门,0,45,0,45,0.00,100.00
34,西藏,0,1,0,1,0.00,100.00
