_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,19,1588,10,1241,0.63,78.15
2,北京,0,929,9,752,0.97,80.95
3,上海,1,732,7,691,0.96,94.40
4,辽宁,0,164,2,150,1.22,91.46
5,内蒙古,0,249,1,237,0.40,95.18
6,广东,0,1650,8,1636,0.48,99.15
7,四川,0,599,3,590,0.50,98.50
8,天津,0,203,3,195,1.48,96.06
9,台湾,0,451,7,440,1.55,97.56
10,山西,0,201,0,198,0.00,98.51
11,陕西,0,321,3,315,0.93,98.13
12,河北,0,349,6,340,1.72,97.42
13,云南,0,188,2,183,1.06,97.34
14,浙江,0,1270,1,1267,0.08,99.76
15,福建,0,363,1,361,0.28,99.45
16,重庆,0,583,6,576,1.03,98.80
17,澳门,0,46,0,45,0.00,97.83
18,山东,0,793,7,785,0.88,98.99
19,西藏,0,1,0,1,0.00,100.00
20,甘肃,0,167,2,165,1.20,98.80
21,宁夏,0,75,0,75,0.00,100.00
22,湖北,0,68135,4512,63623,6.62,93.38
23,青海,0,18,0,18,0.00,100.00
24,贵州,0,147,2,145,1.36,98.64
25,新疆,0,76,3,73,3.95,96.05
26,海南,0,171,6,165,3.51,96.49
27,广西,0,254,2,252,0.79,99.21
28,黑龙江,0,947,13,934,1.37,98.63
29,湖南,0,1019,4,1015,0.39,99.61
30,江苏,0,654,0,654,0.00,100.00
31,江西,0,932,1,931,0.11,99.89
32,吉林,0,155,2,153,1.29,98.71
33,安徽,0,991,6,985,0.61,99.39
34,河南,0,1276,22,1254,1.72,98.28
