_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,18,4786,87,4287,1.82,89.57
2,新疆,0,902,3,837,0.33,92.79
3,上海,3,897,7,829,0.78,92.42
4,四川,2,652,3,622,0.46,95.40
5,台湾,1,488,7,462,1.43,94.67
6,山东,0,831,7,807,0.84,97.11
7,福建,2,380,1,366,0.26,96.32
8,河北,0,362,6,343,1.66,94.75
9,广东,1,1738,8,1718,0.46,98.85
10,江苏,0,665,0,657,0.00,98.80
11,陕西,0,364,3,353,0.82,96.98
12,浙江,0,1277,1,1268,0.08,99.30
13,云南,0,199,2,191,1.01,95.98
14,天津,1,221,3,213,1.36,96.38
15,内蒙古,0,260,1,257,0.38,98.85
16,湖北,0,68139,4512,63626,6.62,93.38
17,黑龙江,0,948,13,934,1.37,98.52
18,辽宁,0,262,2,259,0.76,98.85
19,山西,0,202,0,201,0.00,99.50
20,澳门,0,46,0,46,0.00,100.00
21,青海,0,18,0,18,0.00,100.00
22,甘肃,0,169,2,167,1.18,98.82
23,宁夏,0,75,0,75,0.00,100.00
24,河南,0,1276,22,1254,1.72,98.28
25,湖南,0,1019,4,1015,0.39,99.61
26,重庆,0,583,6,577,1.03,98.97
27,北京,0,935,9,926,0.96,99.04
28,吉林,0,157,2,155,1.27,98.73
29,西藏,0,1,0,1,0.00,100.00
30,贵州,0,147,2,145,1.36,98.64
31,安徽,0,991,6,985,0.61,99.39
32,江西,0,935,1,934,0.11,99.89
33,广西,0,255,2,253,0.78,99.22
34,海南,0,171,6,165,3.51,96.49
