_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,939,13,587,1.38,62.51
2,香港,0,1037,4,830,0.39,80.04
3,台湾,0,429,6,311,1.40,72.49
4,内蒙古,0,199,1,146,0.50,73.37
5,陕西,0,306,3,253,0.98,82.68
6,北京,0,593,9,538,1.52,90.73
7,上海,1,645,7,597,1.09,92.56
8,山西,0,197,0,160,0.00,81.22
9,广东,1,1588,8,1554,0.50,97.86
10,澳门,0,45,0,33,0.00,73.33
11,吉林,0,110,1,99,0.91,90.00
12,山东,0,787,7,771,0.89,97.97
13,江苏,0,653,0,647,0.00,99.08
14,浙江,0,1268,1,1262,0.08,99.53
15,天津,0,190,3,183,1.58,96.32
16,河北,0,328,6,318,1.83,96.95
17,云南,0,185,2,181,1.08,97.84
18,福建,0,355,1,352,0.28,99.15
19,辽宁,0,146,2,143,1.37,97.95
20,西藏,0,1,0,1,0.00,100.00
21,青海,0,18,0,18,0.00,100.00
22,海南,0,168,6,162,3.57,96.43
23,江西,0,937,1,936,0.11,99.89
24,贵州,0,147,2,145,1.36,98.64
25,宁夏,0,75,0,75,0.00,100.00
26,湖北,0,68128,4512,63616,6.62,93.38
27,四川,0,561,3,558,0.53,99.47
28,湖南,0,1019,4,1015,0.39,99.61
29,新疆,0,76,3,73,3.95,96.05
30,重庆,0,579,6,573,1.04,98.96
31,广西,0,254,2,252,0.79,99.21
32,河南,0,1276,22,1254,1.72,98.28
33,安徽,0,991,6,985,0.61,99.39
34,甘肃,0,139,2,137,1.44,98.56
