_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,758,1.38,80.30
2,香港,0,1040,4,920,0.38,88.46
3,台湾,0,438,6,334,1.37,76.26
4,陕西,2,308,3,264,0.97,85.71
5,内蒙古,0,201,1,167,0.50,83.08
6,上海,0,656,7,620,1.07,94.51
7,北京,0,593,9,555,1.52,93.59
8,吉林,0,112,1,103,0.89,91.96
9,山东,0,788,7,775,0.89,98.35
10,澳门,0,45,0,39,0.00,86.67
11,广东,0,1588,8,1575,0.50,99.18
12,山西,0,198,0,193,0.00,97.47
13,江苏,0,653,0,650,0.00,99.54
14,福建,0,356,1,353,0.28,99.16
15,河北,0,328,6,320,1.83,97.56
16,云南,0,185,2,181,1.08,97.84
17,天津,0,190,3,186,1.58,97.89
18,宁夏,0,75,0,75,0.00,100.00
19,安徽,0,991,6,985,0.61,99.39
20,湖南,0,1019,4,1015,0.39,99.61
21,甘肃,0,139,2,137,1.44,98.56
22,江西,0,937,1,936,0.11,99.89
23,西藏,0,1,0,1,0.00,100.00
24,广西,0,254,2,252,0.79,99.21
25,四川,0,561,3,558,0.53,99.47
26,湖北,0,68128,4512,63616,6.62,93.38
27,重庆,0,579,6,573,1.04,98.96
28,新疆,0,76,3,73,3.95,96.05
29,河南,0,1276,22,1254,1.72,98.28
30,贵州,0,147,2,145,1.36,98.64
31,海南,0,168,6,162,3.57,96.43
32,浙江,0,1268,1,1267,0.08,99.92
33,青海,0,18,0,18,0.00,100.00
34,辽宁,0,146,2,144,1.37,98.63
