_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,0,929,9,613,0.97,65.98
2,香港,14,1299,7,1161,0.54,89.38
3,上海,0,718,7,688,0.97,95.82
4,四川,0,598,3,581,0.50,97.16
5,辽宁,0,159,2,150,1.26,94.34
6,内蒙古,4,244,1,237,0.41,97.13
7,广东,1,1645,8,1631,0.49,99.15
8,河北,0,349,6,337,1.72,96.56
9,甘肃,0,167,2,159,1.20,95.21
10,陕西,0,321,3,313,0.93,97.51
11,台湾,0,449,7,438,1.56,97.55
12,福建,0,363,1,360,0.28,99.17
13,云南,1,187,2,183,1.07,97.86
14,天津,0,199,3,194,1.51,97.49
15,重庆,0,582,6,574,1.03,98.63
16,澳门,0,46,0,45,0.00,97.83
17,浙江,0,1269,1,1267,0.08,99.84
18,山西,1,199,0,198,0.00,99.50
19,江西,0,932,1,931,0.11,99.89
20,广西,0,254,2,252,0.79,99.21
21,河南,0,1276,22,1254,1.72,98.28
22,湖北,0,68135,4512,63623,6.62,93.38
23,江苏,0,654,0,654,0.00,100.00
24,黑龙江,0,947,13,934,1.37,98.63
25,贵州,0,147,2,145,1.36,98.64
26,吉林,0,155,2,153,1.29,98.71
27,山东,0,792,7,785,0.88,99.12
28,新疆,0,76,3,73,3.95,96.05
29,青海,0,18,0,18,0.00,100.00
30,西藏,0,1,0,1,0.00,100.00
31,海南,0,171,6,165,3.51,96.49
32,宁夏,0,75,0,75,0.00,100.00
33,安徽,0,991,6,985,0.61,99.39
34,湖南,0,1019,4,1015,0.39,99.61
