_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,24,4734,79,4161,1.67,87.90
2,新疆,0,902,3,792,0.33,87.80
3,上海,2,888,7,807,0.79,90.88
4,山东,0,831,7,801,0.84,96.39
5,四川,4,644,3,619,0.47,96.12
6,广东,0,1734,8,1706,0.46,98.39
7,台湾,0,487,7,462,1.44,94.87
8,天津,0,220,3,203,1.36,92.27
9,河北,2,362,6,343,1.66,94.75
10,江苏,0,665,0,657,0.00,98.80
11,云南,0,199,2,189,1.01,94.97
12,福建,0,375,1,366,0.27,97.60
13,浙江,0,1277,1,1268,0.08,99.30
14,陕西,0,364,3,353,0.82,96.98
15,辽宁,0,262,2,254,0.76,96.95
16,内蒙古,0,260,1,257,0.38,98.85
17,江西,0,935,1,932,0.11,99.68
18,黑龙江,0,948,13,934,1.37,98.52
19,山西,0,202,0,201,0.00,99.50
20,湖北,0,68139,4512,63626,6.62,93.38
21,广西,0,255,2,253,0.78,99.22
22,安徽,0,991,6,985,0.61,99.39
23,重庆,0,583,6,577,1.03,98.97
24,河南,0,1276,22,1254,1.72,98.28
25,北京,0,935,9,926,0.96,99.04
26,西藏,0,1,0,1,0.00,100.00
27,贵州,0,147,2,145,1.36,98.64
28,宁夏,0,75,0,75,0.00,100.00
29,青海,0,18,0,18,0.00,100.00
30,甘肃,0,169,2,167,1.18,98.82
31,澳门,0,46,0,46,0.00,100.00
32,海南,0,171,6,165,3.51,96.49
33,吉林,0,157,2,155,1.27,98.73
34,湖南,0,1019,4,1015,0.39,99.61
