_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,719,1.38,76.17
2,香港,1,1040,4,900,0.38,86.54
3,台湾,2,438,6,334,1.37,76.26
4,陕西,0,306,3,263,0.98,85.95
5,内蒙古,0,201,1,160,0.50,79.60
6,北京,0,593,9,554,1.52,93.42
7,上海,1,656,7,620,1.07,94.51
8,广东,0,1588,8,1571,0.50,98.93
9,山西,0,198,0,190,0.00,95.96
10,吉林,0,112,1,103,0.89,91.96
11,山东,0,788,7,773,0.89,98.10
12,澳门,0,45,0,39,0.00,86.67
13,江苏,0,653,0,650,0.00,99.54
14,河北,0,328,6,320,1.83,97.56
15,云南,0,185,2,181,1.08,97.84
16,福建,0,356,1,353,0.28,99.16
17,天津,0,190,3,186,1.58,97.89
18,广西,0,254,2,252,0.79,99.21
19,青海,0,18,0,18,0.00,100.00
20,贵州,0,147,2,145,1.36,98.64
21,四川,0,561,3,558,0.53,99.47
22,湖南,0,1019,4,1015,0.39,99.61
23,江西,0,937,1,936,0.11,99.89
24,甘肃,0,139,2,137,1.44,98.56
25,重庆,0,579,6,573,1.04,98.96
26,宁夏,0,75,0,75,0.00,100.00
27,安徽,0,991,6,985,0.61,99.39
28,新疆,0,76,3,73,3.95,96.05
29,河南,0,1276,22,1254,1.72,98.28
30,西藏,0,1,0,1,0.00,100.00
31,浙江,0,1268,1,1267,0.08,99.92
32,湖北,0,68128,4512,63616,6.62,93.38
33,辽宁,0,146,2,144,1.37,98.63
34,海南,0,168,6,162,3.57,96.43
