_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,60,2018,14,1324,0.69,65.61
2,北京,0,929,9,833,0.97,89.67
3,新疆,9,140,3,73,2.14,52.14
4,上海,2,737,7,709,0.95,96.20
5,广东,2,1661,8,1637,0.48,98.56
6,内蒙古,0,250,1,240,0.40,96.00
7,台湾,0,455,7,440,1.54,96.70
8,四川,0,603,3,593,0.50,98.34
9,山东,0,798,7,785,0.88,98.37
10,辽宁,0,164,2,157,1.22,95.73
11,天津,0,203,3,195,1.48,96.06
12,陕西,0,322,3,316,0.93,98.14
13,浙江,0,1270,1,1267,0.08,99.76
14,福建,0,364,1,361,0.27,99.18
15,云南,1,189,2,185,1.06,97.88
16,重庆,0,583,6,576,1.03,98.80
17,山西,0,201,0,200,0.00,99.50
18,江苏,0,655,0,654,0.00,99.85
19,广西,0,255,2,252,0.78,98.82
20,河北,0,349,6,342,1.72,97.99
21,安徽,0,991,6,985,0.61,99.39
22,宁夏,0,75,0,75,0.00,100.00
23,湖北,0,68135,4512,63623,6.62,93.38
24,河南,0,1276,22,1254,1.72,98.28
25,海南,0,171,6,165,3.51,96.49
26,吉林,0,155,2,153,1.29,98.71
27,湖南,0,1019,4,1015,0.39,99.61
28,贵州,0,147,2,145,1.36,98.64
29,黑龙江,0,947,13,934,1.37,98.63
30,西藏,0,1,0,1,0.00,100.00
31,青海,0,18,0,18,0.00,100.00
32,澳门,0,46,0,46,0.00,100.00
33,甘肃,0,167,2,165,1.20,98.80
34,江西,0,932,1,931,0.11,99.89
