_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,8,4830,93,4401,1.93,91.12
2,上海,0,908,7,849,0.77,93.50
3,四川,2,655,3,630,0.46,96.18
4,新疆,0,902,3,879,0.33,97.45
5,广东,3,1745,8,1722,0.46,98.68
6,山东,0,831,7,809,0.84,97.35
7,福建,0,383,1,369,0.26,96.34
8,天津,0,229,3,214,1.31,93.45
9,河北,0,365,6,347,1.64,95.07
10,台湾,1,489,7,471,1.43,96.32
11,浙江,0,1278,1,1268,0.08,99.22
12,江苏,0,665,0,659,0.00,99.10
13,云南,0,199,2,191,1.01,95.98
14,陕西,0,365,3,360,0.82,98.63
15,山西,0,203,0,201,0.00,99.01
16,辽宁,0,263,2,259,0.76,98.48
17,内蒙古,0,261,1,259,0.38,99.23
18,北京,0,935,9,926,0.96,99.04
19,湖南,0,1019,4,1015,0.39,99.61
20,安徽,0,991,6,985,0.61,99.39
21,黑龙江,0,948,13,935,1.37,98.63
22,海南,0,171,6,165,3.51,96.49
23,广西,0,255,2,253,0.78,99.22
24,贵州,0,147,2,145,1.36,98.64
25,江西,0,935,1,934,0.11,99.89
26,河南,0,1276,22,1254,1.72,98.28
27,西藏,0,1,0,1,0.00,100.00
28,澳门,0,46,0,46,0.00,100.00
29,甘肃,0,169,2,167,1.18,98.82
30,重庆,0,583,6,577,1.03,98.97
31,湖北,0,68139,4512,63627,6.62,93.38
32,吉林,0,157,2,155,1.27,98.73
33,宁夏,0,75,0,75,0.00,100.00
34,青海,0,18,0,18,0.00,100.00
