_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,41,67707,2986,45011,4.41,66.48
2,广东,0,1352,7,1250,0.52,92.46
3,河南,0,1272,22,1246,1.73,97.96
4,浙江,0,1215,1,1169,0.08,96.21
5,湖南,0,1018,4,965,0.39,94.79
6,安徽,0,990,6,984,0.61,99.39
7,江西,0,935,1,918,0.11,98.18
8,山东,0,758,6,638,0.79,84.17
9,江苏,0,631,0,610,0.00,96.67
10,重庆,0,576,6,526,1.04,91.32
11,四川,0,539,3,457,0.56,84.79
12,黑龙江,0,481,13,409,2.70,85.03
13,北京,2,428,8,308,1.87,71.96
14,上海,0,342,3,314,0.88,91.81
15,河北,0,318,6,307,1.89,96.54
16,福建,0,296,1,295,0.34,99.66
17,广西,0,252,2,223,0.79,88.49
18,陕西,0,245,1,226,0.41,92.24
19,云南,0,174,2,170,1.15,97.70
20,海南,0,168,6,158,3.57,94.05
21,贵州,0,146,2,117,1.37,80.14
22,天津,0,136,3,128,2.21,94.12
23,山西,0,133,0,126,0.00,94.74
24,辽宁,0,125,1,108,0.80,86.40
25,甘肃,1,120,2,87,1.67,72.50
26,香港,2,109,2,55,1.83,50.46
27,吉林,0,93,1,90,1.08,96.77
28,新疆,0,76,3,72,3.95,94.74
29,宁夏,0,75,0,71,0.00,94.67
30,内蒙古,0,75,1,68,1.33,90.67
31,台湾,0,45,1,13,2.22,28.89
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,10,0.00,100.00
34,西藏,0,1,0,1,0.00,100.00
