_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,149,3151,25,1660,0.79,52.68
2,新疆,112,608,3,82,0.49,13.49
3,辽宁,11,233,2,160,0.86,68.67
4,台湾,0,467,7,440,1.50,94.22
5,广东,3,1678,8,1653,0.48,98.51
6,上海,0,744,7,720,0.94,96.77
7,内蒙古,0,258,1,244,0.39,94.57
8,北京,0,933,9,911,0.96,97.64
9,天津,1,205,3,195,1.46,95.12
10,山东,0,799,7,785,0.88,98.25
11,四川,0,604,3,597,0.50,98.84
12,陕西,0,324,3,318,0.93,98.15
13,云南,0,191,2,186,1.05,97.38
14,福建,0,366,1,363,0.27,99.18
15,吉林,0,157,2,153,1.27,97.45
16,浙江,0,1270,1,1268,0.08,99.84
17,江苏,0,655,0,654,0.00,99.85
18,宁夏,0,75,0,75,0.00,100.00
19,湖南,0,1019,4,1015,0.39,99.61
20,山西,0,201,0,201,0.00,100.00
21,广西,0,255,2,253,0.78,99.22
22,安徽,0,991,6,985,0.61,99.39
23,澳门,0,46,0,46,0.00,100.00
24,重庆,0,583,6,577,1.03,98.97
25,青海,0,18,0,18,0.00,100.00
26,江西,0,932,1,931,0.11,99.89
27,湖北,0,68135,4512,63623,6.62,93.38
28,西藏,0,1,0,1,0.00,100.00
29,贵州,0,147,2,145,1.36,98.64
30,黑龙江,0,947,13,934,1.37,98.63
31,海南,0,171,6,165,3.51,96.49
32,甘肃,0,167,2,165,1.20,98.80
33,河北,0,349,6,343,1.72,98.28
34,河南,0,1276,22,1254,1.72,98.28
