_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67800,3139,58942,4.63,86.94
2,广东,7,1399,8,1325,0.57,94.71
3,河南,0,1273,22,1250,1.73,98.19
4,浙江,2,1236,1,1219,0.08,98.62
5,湖南,0,1018,4,1014,0.39,99.61
6,安徽,0,990,6,984,0.61,99.39
7,江西,0,935,1,934,0.11,99.89
8,山东,2,764,7,749,0.92,98.04
9,江苏,0,631,0,631,0.00,100.00
10,重庆,0,576,6,570,1.04,98.96
11,四川,1,542,3,536,0.55,98.89
12,北京,19,504,8,396,1.59,78.57
13,黑龙江,0,484,13,463,2.69,95.66
14,上海,9,380,3,327,0.79,86.05
15,河北,0,318,6,310,1.89,97.48
16,福建,4,303,1,295,0.33,97.36
17,香港,65,273,4,98,1.47,35.90
18,广西,0,254,2,250,0.79,98.43
19,陕西,1,248,3,239,1.21,96.37
20,云南,0,176,2,172,1.14,97.73
21,海南,0,168,6,161,3.57,95.83
22,台湾,45,153,2,28,1.31,18.30
23,贵州,0,146,2,144,1.37,98.63
24,天津,0,137,3,133,2.19,97.08
25,甘肃,0,134,2,113,1.49,84.33
26,山西,0,133,0,133,0.00,100.00
27,辽宁,0,126,2,122,1.59,96.83
28,吉林,0,93,1,92,1.08,98.92
29,新疆,0,76,3,73,3.95,96.05
30,宁夏,0,75,0,75,0.00,100.00
31,内蒙古,0,75,1,74,1.33,98.67
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,17,0,10,0.00,58.82
34,西藏,0,1,0,1,0.00,100.00
