_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,0,440,7,387,1.59,87.95
2,吉林,2,140,1,108,0.71,77.14
3,香港,1,1052,4,1019,0.38,96.86
4,上海,5,665,7,640,1.05,96.24
5,内蒙古,0,209,1,196,0.48,93.78
6,北京,0,593,9,576,1.52,97.13
7,湖北,0,68134,4512,63616,6.62,93.37
8,陕西,0,308,3,301,0.97,97.73
9,辽宁,0,149,2,144,1.34,96.64
10,广东,0,1589,8,1579,0.50,99.37
11,澳门,0,45,0,43,0.00,95.56
12,黑龙江,0,945,13,931,1.38,98.52
13,山东,0,788,7,780,0.89,98.98
14,河北,0,328,6,321,1.83,97.87
15,天津,0,191,3,187,1.57,97.91
16,海南,1,169,6,162,3.55,95.86
17,西藏,0,1,0,1,0.00,100.00
18,湖南,0,1019,4,1015,0.39,99.61
19,重庆,0,579,6,573,1.04,98.96
20,浙江,0,1268,1,1267,0.08,99.92
21,江苏,0,653,0,653,0.00,100.00
22,广西,0,254,2,252,0.79,99.21
23,江西,0,937,1,936,0.11,99.89
24,福建,0,356,1,355,0.28,99.72
25,新疆,0,76,3,73,3.95,96.05
26,云南,0,185,2,183,1.08,98.92
27,贵州,0,147,2,145,1.36,98.64
28,河南,0,1276,22,1254,1.72,98.28
29,青海,0,18,0,18,0.00,100.00
30,安徽,0,991,6,985,0.61,99.39
31,山西,0,198,0,198,0.00,100.00
32,甘肃,0,139,2,137,1.44,98.56
33,宁夏,0,75,0,75,0.00,100.00
34,四川,0,561,3,558,0.53,99.47
