_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,835,1.38,88.45
2,香港,0,1044,4,960,0.38,91.95
3,台湾,0,440,6,355,1.36,80.68
4,上海,0,657,7,623,1.07,94.82
5,内蒙古,0,201,1,175,0.50,87.06
6,北京,0,593,9,563,1.52,94.94
7,陕西,0,308,3,292,0.97,94.81
8,吉林,0,113,1,105,0.88,92.92
9,山东,0,788,7,776,0.89,98.48
10,广东,0,1589,8,1576,0.50,99.18
11,澳门,0,45,0,40,0.00,88.89
12,山西,0,198,0,196,0.00,98.99
13,天津,1,191,3,186,1.57,97.38
14,河北,0,328,6,320,1.83,97.56
15,福建,0,356,1,354,0.28,99.44
16,江苏,0,653,0,652,0.00,99.85
17,云南,0,185,2,182,1.08,98.38
18,青海,0,18,0,18,0.00,100.00
19,重庆,0,579,6,573,1.04,98.96
20,辽宁,0,146,2,144,1.37,98.63
21,四川,0,561,3,558,0.53,99.47
22,广西,0,254,2,252,0.79,99.21
23,宁夏,0,75,0,75,0.00,100.00
24,西藏,0,1,0,1,0.00,100.00
25,湖北,0,68128,4512,63616,6.62,93.38
26,安徽,0,991,6,985,0.61,99.39
27,海南,0,168,6,162,3.57,96.43
28,甘肃,0,139,2,137,1.44,98.56
29,江西,0,937,1,936,0.11,99.89
30,湖南,0,1019,4,1015,0.39,99.61
31,浙江,0,1268,1,1267,0.08,99.92
32,河南,0,1276,22,1254,1.72,98.28
33,新疆,0,76,3,73,3.95,96.05
34,贵州,0,147,2,145,1.36,98.64
