_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67801,3174,61731,4.68,91.05
2,香港,43,453,4,110,0.88,24.28
3,台湾,15,267,2,29,0.75,10.86
4,北京,4,569,8,408,1.41,71.70
5,上海,17,468,5,334,1.07,71.37
6,广东,12,1456,8,1337,0.55,91.83
7,福建,3,331,1,295,0.30,89.12
8,浙江,4,1247,1,1222,0.08,98.00
9,澳门,3,33,0,10,0.00,30.30
10,天津,8,155,3,133,1.94,85.81
11,内蒙古,3,92,1,74,1.09,80.43
12,山东,0,771,7,752,0.91,97.54
13,甘肃,0,136,2,123,1.47,90.44
14,江苏,1,641,0,631,0.00,98.44
15,四川,1,548,3,536,0.55,97.81
16,陕西,0,253,3,242,1.19,95.65
17,云南,2,180,2,172,1.11,95.56
18,河南,0,1275,22,1250,1.73,98.04
19,河北,0,319,6,310,1.88,97.18
20,辽宁,1,128,2,124,1.56,96.88
21,吉林,0,95,1,92,1.05,96.84
22,重庆,0,578,6,570,1.04,98.62
23,黑龙江,0,484,13,469,2.69,96.90
24,广西,0,254,2,250,0.79,98.43
25,山西,0,135,0,133,0.00,98.52
26,江西,0,936,1,934,0.11,99.79
27,青海,0,18,0,18,0.00,100.00
28,安徽,0,990,6,984,0.61,99.39
29,西藏,0,1,0,1,0.00,100.00
30,海南,0,168,6,162,3.57,96.43
31,宁夏,0,75,0,75,0.00,100.00
32,贵州,0,146,2,144,1.37,98.63
33,湖南,0,1018,4,1014,0.39,99.61
34,新疆,0,76,3,73,3.95,96.05
