_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,0,1107,4,1055,0.36,95.30
2,四川,0,582,3,561,0.52,96.39
3,上海,5,689,7,666,1.02,96.66
4,广东,0,1607,8,1589,0.50,98.88
5,内蒙古,0,237,1,231,0.42,97.47
6,台湾,0,443,7,431,1.58,97.29
7,福建,1,361,1,356,0.28,98.61
8,山东,0,792,7,781,0.88,98.61
9,天津,0,195,3,189,1.54,96.92
10,陕西,0,311,3,306,0.96,98.39
11,北京,0,595,9,584,1.51,98.15
12,海南,0,169,6,162,3.55,95.86
13,河北,0,328,6,322,1.83,98.17
14,西藏,0,1,0,1,0.00,100.00
15,宁夏,0,75,0,75,0.00,100.00
16,浙江,0,1268,1,1267,0.08,99.92
17,安徽,0,991,6,985,0.61,99.39
18,湖南,0,1019,4,1015,0.39,99.61
19,云南,0,185,2,183,1.08,98.92
20,山西,0,198,0,198,0.00,100.00
21,辽宁,0,149,2,147,1.34,98.66
22,湖北,0,68135,4512,63623,6.62,93.38
23,江苏,0,653,0,653,0.00,100.00
24,河南,0,1276,22,1254,1.72,98.28
25,吉林,0,155,2,153,1.29,98.71
26,黑龙江,0,947,13,934,1.37,98.63
27,广西,0,254,2,252,0.79,99.21
28,新疆,0,76,3,73,3.95,96.05
29,青海,0,18,0,18,0.00,100.00
30,江西,0,932,1,931,0.11,99.89
31,澳门,0,45,0,45,0.00,100.00
32,贵州,0,147,2,145,1.36,98.64
33,甘肃,0,139,2,137,1.44,98.56
34,重庆,0,579,6,573,1.04,98.96
