_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,944,13,620,1.38,65.68
2,香港,0,1039,4,864,0.38,83.16
3,台湾,3,432,6,324,1.39,75.00
4,内蒙古,0,201,1,154,0.50,76.62
5,陕西,0,306,3,260,0.98,84.97
6,北京,0,593,9,551,1.52,92.92
7,上海,1,653,7,615,1.07,94.18
8,山西,1,198,0,176,0.00,88.89
9,广东,0,1588,8,1567,0.50,98.68
10,山东,0,787,7,772,0.89,98.09
11,吉林,0,112,1,103,0.89,91.96
12,澳门,0,45,0,38,0.00,84.44
13,河北,0,328,6,318,1.83,96.95
14,江苏,0,653,0,650,0.00,99.54
15,云南,0,185,2,181,1.08,97.84
16,福建,0,356,1,353,0.28,99.16
17,浙江,0,1268,1,1265,0.08,99.76
18,天津,0,190,3,186,1.58,97.89
19,广西,0,254,2,252,0.79,99.21
20,河南,0,1276,22,1254,1.72,98.28
21,湖南,0,1019,4,1015,0.39,99.61
22,西藏,0,1,0,1,0.00,100.00
23,海南,0,168,6,162,3.57,96.43
24,安徽,0,991,6,985,0.61,99.39
25,四川,0,561,3,558,0.53,99.47
26,新疆,0,76,3,73,3.95,96.05
27,宁夏,0,75,0,75,0.00,100.00
28,辽宁,0,146,2,144,1.37,98.63
29,湖北,0,68128,4512,63616,6.62,93.38
30,贵州,0,147,2,145,1.36,98.64
31,重庆,0,579,6,573,1.04,98.96
32,江西,0,937,1,936,0.11,99.89
33,甘肃,0,139,2,137,1.44,98.56
34,青海,0,18,0,18,0.00,100.00
